place_overall,place_gender,place_division,name,idp,team,bib,half,finish_net,finish_gun
123,14,12,"Lindwurm, Dakotah (USA)",9TGHS6FF165CD0,–,123,01:12:50,02:29:55,02:29:55
15,15,15,"Hofbauer, Trevor (CAN)",9TGHS6FF165CDC,–,21,01:04:26,02:10:52,02:10:52
146,15,13,"Wetsch, Bria (USA)",9TGHS6FF162578,–,125,01:13:45,02:30:42,02:30:42
16,16,16,"Fischer, Reed (USA)",9TGHS6FF165CE0,–,32,01:04:27,02:10:54,02:10:54
175,16,14,"Tabb, Elaina (USA)",9TGHS6FF165CD1,–,127,01:13:45,02:31:34,02:31:34
17,17,17,"Iacofano, Mick (USA)",9TGHS6FF162586,–,36,01:03:24,02:11:48,02:11:48
182,17,15,"Krifchin, Maegan (USA)",9TGHS6FF162679,–,126,01:14:21,02:31:53,02:31:53
18,18,18,"Kamworor, Geoffrey (KEN)",9TGHS6FF165CD8,–,10,01:03:25,02:11:49,02:11:49
249,18,16,"Derks, Kathy (USA)",9TGHS6FF165CF2,–,135,01:15:28,02:34:54,02:34:54
19,19,19,"Bennie, Colin (USA)",9TGHS6FF165CC2,–,20,01:04:26,02:12:08,02:12:08
259,19,3,"Wodak, Natasha (CAN)",9TGHS6FF165CE5,–,119,01:13:27,02:35:08,02:35:08
20,20,20,"Kawauchi, Yuki (JPN)",9TGHS6FF165CC0,–,17,01:04:26,02:12:55,02:12:55
266,20,17,"Orjuela, Angie (COL)",9TGHS6FF165CE6,–,124,01:15:39,02:35:17,02:35:17
21,21,21,"Sayenko, Mike (USA)",9TGHS6FF165CF4,–,40,01:04:27,02:13:46,02:13:46
312,21,18,"Vaughn, Sara (USA)",9TGHS6FF165CB9,–,120,01:13:38,02:36:27,02:36:27
22,22,22,"Mock, Jerrell (USA)",9TGHS6FF165CC3,Boston Athletic Association,24,01:04:27,02:14:10,02:14:10
340,22,19,"Cuffe, Aisling (USA)",9TGHS6FF162532,–,154,01:16:58,02:37:23,02:37:23
23,23,23,"Hampton, Jonas (USA)",9TGHS6FF165CC7,Boston Athletic Association,30,01:05:28,02:14:40,02:14:40
381,23,20,"Tuxbury, Annmarie (USA)",9TGHS6FF165CF6,–,140,01:16:51,02:38:15,02:38:15
24,24,24,"Butler, Ian (USA)",9TGHS6FF165B80,–,35,01:04:26,02:14:48,02:14:48
393,24,21,"Bazeley, Kate (CAN)",9TGHS6FF165CF5,–,134,01:16:31,02:38:26,02:38:26
25,25,25,"Hogan, Paul (USA)",9TGHS6FF165CDF,Boston Athletic Association,48,01:06:20,02:15:08,02:15:08
405,25,22,"Lampe, Kayla (USA)",9TGHS6FF165CFA,–,138,01:17:18,02:38:38,02:38:38
26,26,26,"Ward, Jared (USA)",9TGHS6FF165CCA,–,22,01:04:26,02:15:24,02:15:24
453,26,23,"Flanagan, Kaylee (USA)",9TGHS6FF160DC4,–,2580,01:18:21,02:39:26,02:40:22
27,27,27,"Llano, Matthew (USA)",9TGHS6FF165B9D,–,37,01:06:32,02:16:39,02:16:39
499,27,24,"Powers, Ashlee (USA)",9TGHS6FF165CFB,–,137,01:17:08,02:39:59,02:39:59
28,28,28,"Schneiderman, Benjamin (USA)",9TGHS6FF160AC9,–,308,01:08:48,02:18:36,02:18:42
510,28,25,"Phillips, Caitlin (USA)",9TGHS6FF165D03,–,133,01:17:55,02:40:09,02:40:09
29,29,29,"Montanez, Nico (USA)",9TGHS6FF165CE1,–,31,01:03:26,02:19:23,02:19:23
516,29,26,"Sanborn, Kate (USA)",9TGHS6FF15F408,–,132,01:15:39,02:40:16,02:40:16
30,30,30,"Pence, Tyler (USA)",9TGHS6FF165CFD,–,45,01:06:32,02:19:39,02:19:39
518,30,27,"Morrissey, Katrina (USA)",9TGHS6FF165594,–,1492,01:19:16,02:40:19,02:40:45
34,31,31,"Neuffer, Alex (CAN)",9TGHS6FF164EF2,Halifax Road Hammers,323,01:08:43,02:21:33,02:21:34
546,31,28,"Kellner, Katie (USA)",9TGHS6FF165CF9,–,149,01:18:35,02:40:57,02:40:57
36,32,32,"Williams, Nathanael (USA)",9TGHS6FF15F5CF,–,306,01:08:48,02:21:46,02:21:51
550,32,29,"Denholm, Mary (USA)",9TGHS6FF165CF8,–,147,01:17:56,02:40:59,02:40:59
38,33,33,"Trujillo, Esteban (USA)",9TGHS6FF160D55,–,393,01:08:42,02:22:36,02:22:45
624,33,30,"Risteen, Emilee (USA)",9TGHS6FF15FB0B,–,8102,01:20:55,02:42:25,02:42:26
39,34,34,"Sushchikh, Sergey (USA)",9TGHS6FF162340,–,280,01:10:41,02:23:11,02:23:16
629,34,31,"Williams, Caroline (USA)",9TGHS6FF15FA18,–,2352,01:18:53,02:42:30,02:44:06
40,35,35,"Neff, Calum (CAN)",9TGHS6FF161B01,–,293,01:10:46,02:23:44,02:23:44
640,35,32,"Bigelow, Elizabeth (USA)",9TGHS6FF161F5E,–,1506,01:20:40,02:42:36,02:43:12
42,36,36,"Sevcik, David (USA)",9TGHS6FF163DDC,–,591,01:08:36,02:23:56,02:23:59
648,36,33,"Griffith, Gracie (USA)",9TGHS6FF160227,–,1230,01:21:36,02:42:41,02:43:19
43,37,37,"Leach, Prescott (USA)",9TGHS6FF16539A,Cambridge Sports Union,294,01:10:46,02:24:15,02:24:15
663,37,4,"Rouse, Gina (USA)",9TGHS6FF165D07,–,148,01:18:06,02:42:54,02:42:54
44,38,38,"Fazioli, Samuel (USA)",9TGHS6FF161C45,Tracksmith Boston Hares,295,01:10:46,02:24:17,02:24:17
696,38,34,"Pridgen, Paula (USA)",9TGHS6FF165D05,Charlotte Running Club,142,01:20:17,02:43:16,02:43:16
45,39,39,"Ortiz Perez, Daniel (MEX)",9TGHS6FF165D04,–,47,01:09:58,02:24:26,02:24:26
697,39,35,"Lavender, Alison (GBR)",9TGHS6FF16252F,–,139,01:17:01,02:43:17,02:43:17
46,40,40,"Healey, Alexander (USA)",9TGHS6FF1616C2,Syracuse Track Club,491,01:10:56,02:24:36,02:24:38
706,40,36,"Langholz, Maria (USA)",9TGHS6FF164B8F,–,8019,01:19:27,02:43:25,02:43:55
47,41,41,"Tropf, Jordan (USA)",9TGHS6FF16439C,–,372,01:11:22,02:24:42,02:24:44
736,41,37,"Hackett, Allie (USA)",9TGHS6FF163038,Boston Athletic Association,1768,01:20:40,02:43:52,02:44:11
49,42,1,"Ploner, Markus (ITA)",9TGHS6FF165CFC,–,50,01:09:45,02:24:52,02:24:52
753,42,38,"Neubauer, Diane (USA)",9TGHS6FF1604FF,–,1546,01:19:20,02:44:05,02:44:49
50,43,42,"Hackett, Everett (USA)",9TGHS6FF166205,Hartbeat New England,290,01:12:25,02:24:56,02:25:02
893,43,1,"Corno, Hilary (USA)",9TGHS6FF165CED,–,151,01:20:48,02:45:34,02:45:34
51,44,43,"Baum, Mitchell (USA)",9TGHS6FF162462,The Heartbreakers,466,01:11:42,02:25:00,02:25:08
899,44,39,"Fluehr, Erika (USA)",9TGHS6FF16252A,–,141,01:18:58,02:45:40,02:45:40
52,45,44,"Kortenhof, Joe (USA)",9TGHS6FF16053A,–,567,01:12:47,02:25:01,02:25:06
940,45,40,"Biltoft, Rachele (USA)",9TGHS6FF165417,–,5897,01:24:02,02:46:08,02:49:15
53,46,45,"Macdonald, Benjamin (USA)",9TGHS6FF162133,–,461,01:11:25,02:25:16,02:25:18
973,46,41,"Lisle, Catherine (USA)",9TGHS6FF160629,–,1259,01:24:19,02:46:35,02:46:58
56,47,46,"Ho, Richard (USA)",9TGHS6FF1622FB,–,418,01:10:40,02:25:27,02:25:32
976,47,42,"Ames, Lauren (USA)",9TGHS6FF1634A5,Boston Athletic Association,1988,01:19:40,02:46:36,02:47:20
57,48,47,"Sykes, Dylan (USA)",9TGHS6FF1651E0,–,400,01:10:45,02:25:31,02:25:33
986,48,43,"Hentzen, Caroline (USA)",9TGHS6FF1621E9,–,2844,01:23:11,02:46:41,02:47:39
58,49,48,"Roeger, Michael (AUS)",9TGHS6FF162579,–,203,01:09:07,02:25:42,02:25:42
1005,49,44,"Nurse, Amanda (USA)",9TGHS6FF160BB9,–,1227,01:23:36,02:46:55,02:47:53
59,50,49,"Burd, Ryan (USA)",9TGHS6FF1605DE,–,322,01:08:36,02:25:44,02:25:47
1014,50,45,"Hawkins, Courtney (USA)",9TGHS6FF16302E,Boston Athletic Association,2343,01:24:19,02:47:00,02:48:02
61,51,50,"Mulligan, Matthew (USA)",9TGHS6FF1602B3,–,371,01:11:28,02:25:58,02:26:02
1020,51,46,"Mcinturff, Hannah (USA)",9TGHS6FF15FAC7,–,2560,01:24:21,02:47:03,02:48:34
62,52,2,"Mbelenzi, Dennis (CAN)",9TGHS6FF161836,–,407,01:10:17,02:26:07,02:26:07
1032,52,47,"Rodin, Rachel (USA)",9TGHS6FF161BA2,The Heartbreakers,2452,01:24:13,02:47:09,02:49:18
63,53,51,"Adams, Micah (USA)",9TGHS6FF161E57,–,292,01:11:03,02:26:30,02:26:32
1040,53,48,"Hoj, Olivia (USA)",9TGHS6FF160F54,–,3420,01:23:35,02:47:14,02:49:32
64,54,52,"Goodfellow, Kenneth (USA)",9TGHS6FF16073B,–,385,01:10:15,02:26:48,02:26:48
1078,54,49,"Cooper, Samantha (USA)",9TGHS6FF1600EE,–,1874,01:22:49,02:47:36,02:48:43
65,55,53,"Pederson, Daniel (USA)",9TGHS6FF165EAF,–,523,01:14:45,02:26:48,02:26:57
1123,55,50,"Zanatta, Carly (CAN)",9TGHS6FF15F9C4,–,3221,01:23:08,02:47:55,02:49:34
66,56,54,"Zhou, Fan (USA)",9TGHS6FF164A7F,–,452,01:12:47,02:26:55,02:27:00
1136,56,51,"Roecker, Samantha (USA)",9TGHS6FF1663E7,–,281,01:24:23,02:48:02,02:48:11
67,57,55,"Walter, David (USA)",9TGHS6FF1619A1,–,712,01:12:22,02:26:55,02:26:59
1150,57,52,"Liu, Ziyang (CHN)",9TGHS6FF165CFF,–,145,01:23:20,02:48:10,02:48:17
68,58,56,"Vangampleare, Stephen (USA)",9TGHS6FF161514,–,296,01:09:57,02:27:11,02:27:12
1155,58,53,"Cooper, Lauren (GBR)",9TGHS6FF15F8E3,–,2277,01:24:05,02:48:13,02:49:29
69,59,57,"Holden, Zachary (USA)",9TGHS6FF160844,–,1056,01:14:09,02:27:12,02:27:43
1161,59,54,"Chang, Amanda (USA)",9TGHS6FF161A7F,Dashing Whippets Running Team,1821,01:24:12,02:48:15,02:49:28
70,60,58,"Hogan, Peter (USA)",9TGHS6FF161D93,–,396,01:14:21,02:27:12,02:27:26
1169,60,55,"Gilbert, Melodie (CAN)",9TGHS6FF161CBC,–,5612,01:23:18,02:48:18,02:51:25
71,61,3,"Lawrence, Steven (CAN)",9TGHS6FF160818,–,504,01:12:58,02:27:20,02:27:22
1201,61,56,"Murray, Meaghan (USA)",9TGHS6FF164B24,–,3054,01:24:18,02:48:34,02:50:49
72,62,59,"Mcsween, Matt (USA)",9TGHS6FF15F9C3,–,338,01:12:50,02:27:21,02:27:24
1204,62,57,"Caruso, Isabella (USA)",9TGHS6FF1624E0,–,2667,01:24:17,02:48:35,02:49:21
73,63,60,"Rafuse, Ryan (CAN)",9TGHS6FF164433,–,635,01:11:36,02:27:22,02:27:28
1231,63,58,"Philbrook, Lauren (USA)",9TGHS6FF162034,–,2803,01:23:15,02:48:46,02:50:11
74,64,61,"Baden, Josh (USA)",9TGHS6FF163E3A,–,289,01:09:09,02:27:31,02:27:31
1282,64,59,"Kelly, Lauren (USA)",9TGHS6FF16439F,–,1451,01:21:14,02:49:14,02:49:48
75,65,62,"Manning, Aaron (CAN)",9TGHS6FF1653AB,Halifax Road Hammers,325,01:12:27,02:27:32,02:27:35
1290,65,60,"Jimenez, Raquel (USA)",9TGHS6FF1654F6,–,1314,01:21:56,02:49:18,02:50:06
76,66,63,"Bruce, Ben (USA)",9TGHS6FF1637BB,–,265,01:11:04,02:27:34,02:27:34
1338,66,61,"Martz, Marissa (USA)",9TGHS6FF1648C2,–,1568,01:23:59,02:49:35,02:50:17
77,67,64,"Baljet, Niels (NED)",9TGHS6FF162149,–,339,01:10:58,02:27:40,02:27:40
1367,67,62,"Hartenbach, Julie (USA)",9TGHS6FF161113,–,1553,01:23:50,02:49:48,02:50:29
78,68,65,"Hartop, James (USA)",9TGHS6FF161F59,–,495,01:12:28,02:27:41,02:27:43
1370,68,5,"Wright, Vicky (GBR)",9TGHS6FF1610D5,–,2798,01:23:45,02:49:52,02:51:20
79,69,66,"Sarge, Matthew (USA)",9TGHS6FF16525B,–,608,01:12:45,02:27:43,02:27:51
1384,69,63,"Longendyke, Hanna (USA)",9TGHS6FF161850,–,5597,01:24:23,02:49:55,02:53:26
80,70,67,"Castronuovo, Vinny (USA)",9TGHS6FF1656F2,–,634,01:14:07,02:27:47,02:28:03
1396,70,64,"Rasmussen, Erin (USA)",9TGHS6FF15F7C7,–,11426,01:26:20,02:49:59,02:52:35
81,71,68,"Jaskowiak, Ben (USA)",9TGHS6FF162189,–,505,01:13:47,02:27:51,02:27:55
1430,71,65,"Hagen, Lindsey (USA)",9TGHS6FF160F6C,–,1339,01:20:15,02:50:18,02:50:31
83,72,4,"Skurka, Andrew (USA)",9TGHS6FF16539D,–,469,01:13:12,02:27:59,02:28:03
1441,72,66,"Stephen, Elizabeth (USA)",9TGHS6FF165559,–,4086,01:25:05,02:50:24,02:52:51
85,73,5,"O'Hara, Chip (USA)",9TGHS6FF165CEC,Syracuse Track Club,51,01:12:24,02:28:03,02:28:03
1443,73,67,"Marlier, Jessica (USA)",9TGHS6FF16574C,–,1580,01:25:04,02:50:25,02:51:10
86,74,6,"Sakakibara, Yuzuru (JPN)",9TGHS6FF15F9DB,Boston Athletic Association,1617,01:12:55,02:28:03,02:28:23
1444,74,68,"King, Kristina (USA)",9TGHS6FF165D0E,DWRunning,1894,01:26:45,02:50:25,02:53:08
87,75,69,"Hernando, Nacho (ESP)",9TGHS6FF164DA2,–,756,01:11:36,02:28:05,02:28:05
1457,75,69,"Hollingsworth, Chelsea (USA)",9TGHS6FF1606DF,–,1023,01:22:43,02:50:31,02:51:16
88,76,70,"Woodcock, Doug (USA)",9TGHS6FF1652BC,–,988,01:13:18,02:28:05,02:28:13
1458,76,70,"Carleton, Tamma (USA)",9TGHS6FF161520,–,4942,01:24:53,02:50:33,02:53:10
89,77,71,"Victor, Nicholas (USA)",9TGHS6FF160358,–,337,01:11:42,02:28:09,02:28:16
1469,77,71,"Waineo, Kiersten (USA)",9TGHS6FF1623A9,–,3222,01:25:29,02:50:37,02:52:54
90,78,72,"Jackson, Stephen (GBR)",9TGHS6FF160141,–,355,01:13:01,02:28:17,02:28:21
1477,78,72,"Green, Erica (CAN)",9TGHS6FF164C5E,Furthur Training and Racing,5207,01:25:02,02:50:40,02:53:50
91,79,73,"Griffin, Derek (IRL)",9TGHS6FF15FC25,–,405,01:13:49,02:28:19,02:28:21
1487,79,73,"Mulcahy, Sarah (USA)",9TGHS6FF16129C,Crow Athletics,2150,01:22:16,02:50:45,02:51:45
92,80,74,"Cole, Ben (GBR)",9TGHS6FF161628,–,328,01:14:44,02:28:22,02:28:30
1488,80,74,"Plasencia Cruz, Paulina (MEX)",9TGHS6FF161CE5,–,4783,01:24:46,02:50:45,02:54:38
93,81,75,"Gutierrez, Cristobal (USA)",9TGHS6FF164848,–,438,01:15:11,02:28:23,02:28:40
1498,81,75,"Zaborowska, Ewa (POL)",9TGHS6FF16473F,–,3781,01:24:19,02:50:51,02:52:55
94,82,76,"Darda, Joseph (USA)",9TGHS6FF161FEA,–,320,01:12:22,02:28:24,02:28:27
1506,82,76,"Davies, Cora (USA)",9TGHS6FF1646EE,–,5628,01:23:20,02:50:53,02:54:14
95,83,77,"Schroy, Brian (USA)",9TGHS6FF1648F3,–,430,01:12:27,02:28:28,02:28:31
1531,83,77,"Gajewski, Mariah (USA)",9TGHS6FF164652,Charlotte Running Club,2946,01:24:07,02:51:04,02:52:14
96,84,78,"Morey, Tyler (USA)",9TGHS6FF164E83,–,533,01:12:53,02:28:30,02:28:36
1577,84,78,"Martin, Amanda (USA)",9TGHS6FF161F92,–,3588,01:18:06,02:51:23,02:52:53
97,85,79,"Kopec, Wojciech (POL)",9TGHS6FF161660,–,331,01:10:52,02:28:38,02:28:39
1583,85,79,"Noffsinger, Annie (USA)",9TGHS6FF16522C,–,1518,01:18:58,02:51:26,02:51:48
98,86,80,"Abasolo, Brandon (USA)",9TGHS6FF16225E,–,427,01:13:03,02:28:39,02:28:51
1666,86,80,"Haggerty, Emily (USA)",9TGHS6FF160108,–,4682,01:26:12,02:52:01,02:54:54
99,87,81,"Alexander, Daniel (GBR)",9TGHS6FF164B15,–,443,01:11:41,02:28:39,02:28:40
1667,87,81,"Stover, Allison (USA)",9TGHS6FF164878,–,3203,01:25:07,02:52:01,02:53:45
100,88,82,"Dever, Shaun (USA)",9TGHS6FF1640B4,Greater Boston Track Club,395,01:12:22,02:28:39,02:28:42
1786,88,82,"Brash, Lucy (GBR)",9TGHS6FF164028,–,7068,01:24:53,02:52:53,02:59:11
101,89,7,"Piper, Paul (GBR)",9TGHS6FF160A7A,–,312,01:13:06,02:28:45,02:28:46
1787,89,83,"Farello, Anna (USA)",9TGHS6FF16500D,–,3587,01:25:20,02:52:53,02:54:59
102,90,83,"Grissom, Ashton (USA)",9TGHS6FF160833,–,315,01:13:47,02:28:46,02:28:46
1798,90,84,"Wehman, Kelly (USA)",9TGHS6FF163E12,–,4356,01:25:49,02:52:56,02:55:27
104,91,84,"Kalapos, Joshua (USA)",9TGHS6FF160458,Boston Athletic Association,358,01:08:45,02:28:50,02:28:50
1816,91,85,"Healey, Caitlin (USA)",9TGHS6FF165904,–,3933,01:26:57,02:53:05,02:54:53
105,92,85,"Williams, Anthony (USA)",9TGHS6FF161F87,–,370,01:08:13,02:29:08,02:29:09
1819,92,86,"Rivera Carrillo, Reyna Isela (MEX)",9TGHS6FF165600,–,9540,01:26:21,02:53:07,02:53:40
106,93,86,"Winter, Jeremy (USA)",9TGHS6FF160395,–,1110,01:14:48,02:29:10,02:30:17
1839,93,87,"Sukolsky, Alison (USA)",9TGHS6FF164198,–,1516,01:23:37,02:53:13,02:54:05
107,94,87,"Germann, Mitchell (USA)",9TGHS6FF1621AE,–,484,01:12:53,02:29:11,02:29:18
1842,94,88,"Grace, Maria (USA)",9TGHS6FF1649FE,–,4506,01:26:15,02:53:14,02:55:50
108,95,88,"Hsiao, Yu (TWN)",9TGHS6FF165FE6,–,343,01:13:59,02:29:13,02:29:22
1864,95,6,"Raczkiewicz, Katarzyna (POL)",9TGHS6FF161819,–,3185,01:26:06,02:53:22,02:55:43
109,96,89,"Hendrix, Austin (USA)",9TGHS6FF1610FD,–,382,01:14:12,02:29:17,02:29:25
1876,96,89,"Howells, Sioned (GBR)",9TGHS6FF164BED,–,2524,01:24:03,02:53:26,02:54:26
110,97,90,"Kiracofe, Drew (USA)",9TGHS6FF1617B4,The Heartbreakers,711,01:14:17,02:29:18,02:29:23
1897,97,90,"Shoemaker, Abigail (USA)",9TGHS6FF161765,Dashing Whippets Running Team,6905,01:22:35,02:53:36,02:57:40
111,98,91,"Myers-Arrigoni, Travis (USA)",9TGHS6FF1603BB,–,419,01:10:46,02:29:19,02:29:19
1914,98,91,"Clifford, Niamh (IRL)",9TGHS6FF1619EB,–,2490,01:25:33,02:53:40,02:54:58
112,99,92,"Haiss, Max (USA)",9TGHS6FF164842,–,584,01:14:19,02:29:19,02:29:25
1918,99,92,"Burrell, Teal (USA)",9TGHS6FF164283,–,1481,01:24:06,02:53:41,02:54:38
113,100,93,"Hinrichsen, Erik (USA)",9TGHS6FF15FE40,Greater Boston Track Club,468,01:13:41,02:29:34,02:29:41
1924,100,93,"Southern, Alosha (USA)",9TGHS6FF162366,–,6425,01:26:14,02:53:42,02:57:37
114,101,94,"Stevens, Dylan (USA)",9TGHS6FF16530B,–,551,01:14:38,02:29:36,02:29:39
1937,101,94,"Ullmann, Emily (USA)",9TGHS6FF162A07,The Heartbreakers,3476,01:25:57,02:53:47,02:55:56
115,102,95,"Lavin, Austin (USA)",9TGHS6FF1650F2,–,512,01:12:25,02:29:37,02:29:37
1953,102,95,"Hammer, Layne (USA)",9TGHS6FF15F91B,–,3621,01:25:39,02:53:51,02:56:07
116,103,8,"Daza, Fabián (COL)",9TGHS6FF165E74,Garden State Track Club,448,01:12:30,02:29:44,02:29:44
1971,103,96,"Beucler, Amanda (USA)",9TGHS6FF1650AB,–,3180,01:24:18,02:53:57,02:55:53
117,104,96,"Colegrove, Devon (USA)",9TGHS6FF15F33C,–,892,01:13:17,02:29:46,02:29:49
1975,104,97,"Colquitt, Caili (USA)",9TGHS6FF164C4D,The Heartbreakers,1308,01:25:41,02:53:58,02:54:44
118,105,9,"Rubio, Gilles (FRA)",9TGHS6FF165CF1,–,52,01:12:23,02:29:47,02:29:47
1989,105,98,"Dorsky, Lauren (USA)",9TGHS6FF160E73,Dashing Whippets Running Team,3922,01:26:51,02:54:02,02:56:12
119,106,10,"Blas, Wayne (USA)",9TGHS6FF161070,–,447,01:14:39,02:29:48,02:29:50
1992,106,99,"Kaplan, Alyssa (USA)",9TGHS6FF161BA8,–,3777,01:25:58,02:54:03,02:56:13
120,107,97,"Rigby, Bryan (USA)",9TGHS6FF15F99F,–,557,01:12:27,02:29:49,02:29:52
2042,107,100,"Bromilow, Lara (GBR)",9TGHS6FF161856,–,2648,01:24:36,02:54:20,02:55:36
121,108,98,"Grasing, Michael (USA)",9TGHS6FF161411,–,439,01:14:04,02:29:50,02:29:58
2064,108,101,"Allen, Jessica (USA)",9TGHS6FF164CCD,–,1740,01:23:03,02:54:27,02:55:25
122,109,99,"Hegarty, Mark (USA)",9TGHS6FF161F1F,Whirlaway Racing Team,475,01:14:50,02:29:55,02:29:57
2080,109,102,"Mendez, Natasha (DOM)",9TGHS6FF1601E7,–,1670,01:23:46,02:54:32,02:55:33
124,110,100,"Fyock, Chris (USA)",9TGHS6FF161FCD,–,376,01:14:25,02:30:02,02:30:16
2081,110,103,"Franco, Clare (USA)",9TGHS6FF1617CC,The Heartbreakers,2852,01:24:28,02:54:32,02:56:41
125,111,101,"Kline, Gabriel (USA)",9TGHS6FF161AF1,–,599,01:14:20,02:30:02,02:30:18
2082,111,104,"Lord, Jaime (USA)",9TGHS6FF160BFC,–,7367,01:27:32,02:54:33,03:00:15
126,112,102,"Thayer, Dylan (USA)",9TGHS6FF1658F1,–,529,01:14:50,02:30:02,02:30:12
2084,112,105,"Hird, Marisa (USA)",9TGHS6FF164112,–,1212,01:24:22,02:54:33,02:55:18
127,113,103,"Aghegnehu, Abinazer (USA)",9TGHS6FF15F834,–,426,01:14:03,02:30:03,02:30:06
2096,113,106,"Chazen, Zoe (USA)",9TGHS6FF16229A,–,7015,01:27:54,02:54:37,03:02:39
128,114,104,"Ziegler, Brad (USA)",9TGHS6FF161A78,–,1046,01:15:10,02:30:06,02:30:20
2103,114,107,"Tully, Sarah (USA)",9TGHS6FF161277,–,8089,01:26:33,02:54:41,02:55:18
129,115,105,"Hughes, Louis (USA)",9TGHS6FF15FB69,–,1007,01:14:50,02:30:12,02:30:18
2118,115,108,"Bagnell, Sara (USA)",9TGHS6FF164DD8,–,6669,01:27:33,02:54:46,02:59:56
130,116,106,"Suhadolnik, Nicholas (USA)",9TGHS6FF161001,Prado Racing Team,570,01:12:27,02:30:17,02:30:20
2135,116,109,"Baron, Janae (USA)",9TGHS6FF163C81,–,5878,01:26:43,02:54:52,03:01:08
131,117,107,"Mather, Cody (USA)",9TGHS6FF164FA5,–,422,01:12:29,02:30:18,02:30:21
2147,117,110,"Cross-Powers, Katherine (USA)",9TGHS6FF160C80,–,4591,01:27:30,02:54:56,02:58:00
132,118,108,"Cardamone, Nick (USA)",9TGHS6FF15FBAC,–,510,01:14:03,02:30:18,02:30:20
2152,118,111,"Kelly, Laura (IRL)",9TGHS6FF162027,–,7279,01:28:07,02:55:00,03:00:14
133,119,109,"Chirico, Andrew (USA)",9TGHS6FF1624E4,–,471,01:14:10,02:30:21,02:30:28
2153,119,112,"Spiroff, Ally (USA)",9TGHS6FF161D29,–,4811,01:26:21,02:55:00,02:58:19
134,120,110,"Baker, Nick (USA)",9TGHS6FF1619ED,–,437,01:14:57,02:30:21,02:30:26
2175,120,113,"Hallahan, Katie (USA)",9TGHS6FF164D9E,–,3547,01:25:20,02:55:09,02:56:51
135,121,1,"Rideout, Ken (USA)",9TGHS6FF1625B5,–,268,01:12:25,02:30:21,02:30:21
