place_overall,place_gender,place_division,name,idp,team,bib,half,finish_net,finish_gun
29,29,28,"Cook, Riley (USA)",999999117A7327000011FBCE,–,38,01:09:10,02:20:23,02:20:23
414,29,4,"Mcmahan, Dot (USA)",999999117A7327000011FC42,–,F111,01:19:49,02:40:45,02:40:45
30,30,2,"Kipyego, Christopher (KEN)",999999117A7327000011FB8C,–,77,01:06:01,02:20:51,02:20:51
429,30,25,"Lee, Michele (USA)",999999117A73270000126547,–,F25,01:17:20,02:41:02,02:41:02
31,31,29,"Kasaye, Sisay Lemma (ETH)",999999117A73270000126B2E,–,3,01:04:42,02:22:08,02:22:08
446,31,26,"Pridgen, Paula (USA)",999999117A732700001230A4,Charlotte Running Club,F49,01:20:06,02:41:36,02:41:36
32,32,30,"Phillips, Jonathan (USA)",999999117A732700001207E4,–,44,01:08:32,02:22:51,02:22:51
464,32,27,"Hogan, Megan (USA)",999999117A73270000126B3C,Tracksmith,F45,01:20:00,02:42:00,02:42:00
33,33,31,"Puzey, Thomas (USA)",999999117A73270000124C9A,–,58,01:08:41,02:23:06,02:23:06
468,33,28,"Nagao, Kaoru (JPN)",999999117A73270000126BCB,–,F65,01:16:57,02:42:07,02:42:07
34,34,32,"Bromka, Peter (USA)",999999117A7327000011F7B6,Bowerman Track Club,55,01:10:52,02:23:08,02:23:08
488,34,29,"Nurse, Amanda (USA)",999999117A73270000126010,–,F52,01:19:59,02:42:30,02:42:30
35,35,33,"Vassallo, Daniel (USA)",999999117A73270000125F8B,Central Mass Striders,39,01:10:56,02:23:15,02:23:15
492,35,30,"Gustafson, Kate (CAN)",999999117A73270000122BDE,–,F46,01:20:36,02:42:34,02:42:34
37,36,34,"Curley, Michael (USA)",999999117A73270000126101,–,533,01:12:07,02:24:09,02:24:21
497,36,31,"Hyland, Rachel (USA)",999999117A73270000124AAD,Boston Athletic Association,F40,01:19:55,02:42:41,02:42:41
39,37,35,"Thompson, Christian (USA)",999999117A7327000011FB88,–,42,01:10:56,02:24:25,02:24:25
515,37,32,"Johnston, Anne (CAN)",999999117A73270000125E57,–,4643,01:20:49,02:43:02,02:45:09
40,38,36,"Smith, Kent (USA)",999999117A732700001260C5,–,167,01:11:22,02:24:32,02:24:32
516,38,33,"Albertson-Junkans, Ladia (USA)",999999117A7327000012624D,–,F54,01:20:46,02:43:04,02:43:04
41,39,37,"Mish, Bradley (USA)",999999117A73270000125AF7,Boston Athletic Association,349,01:12:37,02:24:35,02:24:38
517,39,2,"Boonstra, Miranda (NED)",999999117A73270000126BB2,–,F113,01:20:05,02:43:05,02:43:05
42,40,38,"Messmer, Mark (USA)",999999117A7327000011F60C,–,176,01:09:45,02:24:37,02:24:44
527,40,34,"Ballew, Olivia (USA)",999999117A73270000120C81,–,F64,01:17:40,02:43:16,02:43:17
43,41,39,"Reaves, Patrick (USA)",999999117A7327000011F97F,Bowerman Track Club,41,01:10:52,02:24:38,02:24:38
544,41,35,"Curran, Meghan (USA)",999999117A7327000012676B,–,5662,01:19:26,02:43:36,02:46:08
44,42,40,"Ritchie, Timothy (USA)",999999117A73270000124C8C,–,26,01:06:15,02:24:54,02:24:54
549,42,36,"Vergara-Aleshire, Christina (USA)",999999117A732700001251B1,–,F31,01:18:44,02:43:40,02:43:40
45,43,41,"Benadum, Blue (USA)",999999117A7327000011F5F0,–,156,01:10:45,02:25:00,02:25:02
559,43,37,"Jackson, Veronica (USA)",999999117A732700001225CB,–,F51,01:20:21,02:43:48,02:43:48
46,44,42,"Lillehaugen, Timothy (USA)",999999117A7327000011F5EE,–,138,01:09:07,02:25:12,02:25:13
579,44,38,"Coogan, Rachel (USA)",999999117A73270000125AE3,Boston Athletic Association,111,01:20:54,02:44:01,02:44:10
47,45,43,"Donohue, Sean (USA)",999999117A73270000125F36,–,170,01:10:01,02:25:15,02:25:17
582,45,39,"Roth, Meghan (USA)",999999117A73270000121D89,–,1485,01:20:45,02:44:03,02:44:35
49,46,44,"Macandrew, Ross (USA)",999999117A7327000011F8FC,–,153,01:10:04,02:25:21,02:25:21
592,46,5,"Duchene, Krista (CAN)",999999117A73270000124C33,–,F17,01:20:04,02:44:12,02:44:12
50,47,45,"Mori, Takaki (JPN)",999999117A7327000012584F,–,131,01:09:08,02:25:24,02:25:24
629,47,40,"Vido, Margaret (USA)",999999117A732700001250ED,Philadelphia Runner Track Club,F56,01:20:04,02:44:37,02:44:37
51,48,46,"Augsten, Karl (CAN)",999999117A7327000011F544,–,252,01:11:54,02:25:30,02:25:31
636,48,41,"Burrell, Teal (USA)",999999117A7327000011F612,–,F43,01:20:52,02:44:45,02:44:45
53,49,47,"Goodfellow, Kenneth (USA)",999999117A73270000121A45,–,185,01:11:40,02:26:00,02:26:02
648,49,42,"Wasserman, Elizabeth (USA)",999999117A73270000125E35,–,1641,01:20:01,02:45:00,02:45:41
54,50,48,"Braithwaite, Matthew (USA)",999999117A7327000012673C,–,326,01:13:47,02:26:23,02:26:38
670,50,43,"Mcentee, Keri (USA)",999999117A7327000011FBAF,–,1908,01:22:17,02:45:28,02:46:01
55,51,49,"Finnel, Brian (USA)",999999117A73270000126BB1,–,113,01:11:22,02:26:26,02:26:27
692,51,44,"Duhon, Madeline (USA)",999999117A73270000126B69,–,F33,01:18:15,02:45:44,02:45:44
56,52,50,"Alkhawaldeh, Mo'Ath (JOR)",999999117A73270000124CB7,–,140,01:11:52,02:26:45,02:26:47
711,52,6,"Foster, Megan (USA)",999999117A73270000120EC5,–,F108,01:22:31,02:45:57,02:45:57
57,53,51,"Fazioli, Samuel (USA)",999999117A7327000011F757,Tracksmith,160,01:13:28,02:26:49,02:26:51
725,53,7,"Earle, Meriah (USA)",999999117A7327000011F953,San Diego Track Club,5760,01:21:51,02:46:14,02:49:03
58,54,52,"Martin, Dustin (USA)",999999117A73270000124C71,–,817,01:12:58,02:26:50,02:26:56
739,54,45,"Marrari, Erica (USA)",999999117A73270000121A16,–,1385,01:22:23,02:46:23,02:46:46
59,55,53,"Cuadra, Gabe (USA)",999999117A7327000011FBE8,–,231,01:11:06,02:26:51,02:26:56
746,55,46,"Toledo, Bianca (USA)",999999117A7327000012625D,–,9954,01:22:49,02:46:27,02:47:01
60,56,54,"Given, Wilkerson (USA)",999999117A73270000122C9B,–,35,01:06:11,02:26:53,02:26:53
765,56,47,"Waligurski, Emily (USA)",999999117A7327000011F903,–,7178,01:22:06,02:46:40,02:51:04
62,57,55,"Kunkel, G Anthony (USA)",999999117A7327000011F5F5,–,828,01:13:00,02:27:03,02:27:11
786,57,48,"Brockett, Meg (USA)",999999117A7327000011F68B,–,1227,01:20:43,02:46:54,02:47:26
63,58,56,"Clevenger, Stephen (USA)",999999117A7327000011FA8C,–,171,01:11:10,02:27:15,02:27:17
809,58,49,"Wingert, Samantha (USA)",999999117A73270000126AD5,–,F53,01:20:34,02:47:12,02:47:12
64,59,3,"Ndereba, Samuel (KEN)",999999117A73270000126B7A,–,91,01:08:03,02:27:15,02:27:15
830,59,50,"Sukolsky, Alison (USA)",999999117A7327000011F59A,–,1038,01:21:22,02:47:27,02:47:47
65,60,57,"Herzig, Matthew (USA)",999999117A73270000126230,Philadelphia Runner Track Club,49,01:08:32,02:27:17,02:27:17
911,60,51,"Crouch, Sarah (USA)",999999117A73270000124C6A,–,F22,01:16:51,02:48:05,02:48:05
66,61,58,"Tropf, Jordan (USA)",999999117A7327000011FBAA,–,165,01:11:19,02:27:21,02:27:23
912,61,52,"Liu, Ziyang (CHN)",999999117A73270000124C74,Club Northwest,F57,01:21:53,02:48:05,02:48:05
67,62,59,"Dixon, Brian (USA)",999999117A7327000012629B,–,227,01:13:33,02:27:21,02:27:36
937,62,53,"Krout, Lacey (USA)",999999117A73270000122D79,–,F42,01:18:56,02:48:26,02:48:26
68,63,60,"Middleton, Thomas (AUS)",999999117A7327000011F874,–,164,01:12:39,02:27:27,02:27:30
975,63,8,"Deatherage, Jenelle (USA)",999999117A7327000011F6BF,–,F107,01:22:10,02:48:55,02:48:55
69,64,61,"Hillyard, Matthew (USA)",999999117A73270000126468,–,169,01:13:01,02:27:31,02:27:39
993,64,54,"Carrick, Lindsay (USA)",999999117A7327000012622E,–,1542,01:22:15,02:49:03,02:49:29
70,65,62,"Pare, Ben (USA)",999999117A73270000126694,–,211,01:13:17,02:27:33,02:27:38
1027,65,55,"Fahey, Caitlin (USA)",999999117A73270000126586,–,1683,01:23:06,02:49:26,02:50:02
71,66,63,"Schneider, Ben (USA)",999999117A732700001240AA,–,168,01:12:39,02:27:42,02:27:45
1034,66,9,"Fullove, Shaluinn (USA)",999999117A73270000125DEF,–,F106,01:24:45,02:49:28,02:49:28
72,67,64,"Estes, Jeremiah (USA)",999999117A732700001267AD,Queens Distance Runners,166,01:14:29,02:27:46,02:27:47
1037,67,56,"Philbrook, Lauren (USA)",999999117A73270000124141,Boston Athletic Association,F62,01:21:30,02:49:29,02:49:29
73,68,65,"Pannu, Rajpaul (USA)",999999117A732700001258BC,–,37,01:11:28,02:27:49,02:27:49
1053,68,57,"Gentry, Rebecca (GBR)",999999117A73270000124862,–,2046,01:23:10,02:49:39,02:50:52
74,69,66,"Aguila, Nick (USA)",999999117A73270000121EE8,–,134,01:13:30,02:27:51,02:27:53
1083,69,58,"Brian, Fiona (GBR)",999999117A7327000011F66A,–,1545,01:21:09,02:49:58,02:50:28
75,70,67,"Uhrig, Jochen (GER)",999999117A73270000125FA2,–,136,01:11:12,02:27:53,02:27:54
1100,70,59,"Hallas, Sarah (USA)",999999117A7327000011FB03,–,1939,01:23:39,02:50:12,02:50:36
76,71,68,"Fruit, Tanner (USA)",999999117A732700001258B5,–,52,01:08:54,02:28:07,02:28:07
1149,71,60,"Strong, Kayla (USA)",999999117A7327000012615F,–,5605,01:24:25,02:50:43,02:53:38
77,72,69,"Luy, David (USA)",999999117A7327000011F914,–,132,01:10:02,02:28:24,02:28:24
1172,72,61,"Jaswell, Megan (USA)",999999117A73270000125E3C,–,1201,01:24:54,02:50:57,02:51:32
78,73,70,"Mcneil, Matthew (CAN)",999999117A732700001260EB,Halifax Road Hammers,350,01:12:25,02:28:27,02:28:41
1181,73,62,"Carreon, Chandler (USA)",999999117A732700001260CA,–,9348,01:22:13,02:51:05,02:51:37
80,74,71,"Lyon, Tyler (USA)",999999117A732700001260E7,Manchester Running Company,193,01:13:13,02:28:33,02:28:42
1190,74,63,"Macdonald, Ailsa (CAN)",999999117A732700001266E2,–,1428,01:24:34,02:51:14,02:51:46
82,75,72,"Teig, Erik (USA)",999999117A7327000012622D,–,189,01:12:39,02:28:37,02:28:40
1193,75,64,"Johnson, Haley (USA)",999999117A7327000011F8FB,–,8662,01:26:14,02:51:16,02:51:22
83,76,4,"Nicholls, Bryn (AUS)",999999117A7327000011F79F,–,80,01:12:22,02:28:41,02:28:41
1222,76,65,"Hershfang, Jamie (USA)",999999117A73270000126948,DWRunning,1642,01:22:26,02:51:28,02:52:05
84,77,1,"Pineda Morales, Guillermo (USA)",999999117A7327000011F789,–,431,01:11:33,02:28:42,02:28:43
1254,77,66,"Rembold, Julie (USA)",999999117A7327000011F97E,–,5970,01:24:03,02:51:46,02:54:59
85,78,73,"Maxwell, Chris (USA)",999999117A7327000012673D,Bowerman Track Club,178,01:13:10,02:28:45,02:28:52
1262,78,67,"Blendell, Beth (USA)",999999117A7327000011F842,–,3561,01:26:43,02:51:51,02:53:11
86,79,74,"Woolley, Ryan (NZL)",999999117A7327000012424A,Greater Boston Track Club,2958,01:13:21,02:28:47,02:29:15
1271,79,68,"Griffith, Gracie (USA)",999999117A7327000011F896,–,9202,01:26:06,02:51:54,02:52:19
87,80,75,"Leach, Prescott (USA)",999999117A73270000125F07,–,352,01:11:50,02:28:50,02:28:55
1290,80,69,"Bottorff, Juliet (USA)",999999117A73270000125AD1,Boston Athletic Association,4829,01:20:53,02:52:07,02:54:11
88,81,76,"Zhou, Qixiang (CHN)",999999117A73270000121C21,–,1442,01:12:59,02:28:50,02:29:11
1294,81,70,"O'Connor Lenth, Moira (USA)",999999117A73270000121F62,Club Northwest,2052,01:22:33,02:52:09,02:53:11
89,82,5,"Butler, Brock (USA)",999999117A7327000011F76D,–,433,01:13:46,02:28:53,02:29:03
1317,82,71,"Spannaus, Michaela (USA)",999999117A732700001260CB,–,5625,01:26:19,02:52:20,02:55:10
90,83,77,"Mccormack, Raymond (USA)",999999117A73270000124955,–,146,01:09:19,02:28:54,02:28:56
1329,83,72,"Yazlovskaya, Violetta (USA)",999999117A73270000126782,–,2698,01:26:03,02:52:26,02:53:47
91,84,78,"Caron, Patrick (USA)",999999117A73270000121AD7,Crow Athletics,1314,01:13:55,02:29:03,02:29:19
1360,84,73,"Schuerholz, Jaclyn (USA)",999999117A73270000125EF8,–,9221,01:24:47,02:52:41,02:53:27
92,85,79,"Alvarez, Recio (DOM)",999999117A73270000121CE6,–,248,01:12:38,02:29:03,02:29:05
1379,85,74,"Livingood, Ashley (USA)",999999117A73270000124B46,–,4524,01:24:22,02:52:49,02:54:52
93,86,80,"Pendleton, Joseph (USA)",999999117A7327000012605D,–,234,01:13:17,02:29:05,02:29:14
1398,86,75,"Langlois, Catalina (CHI)",999999117A732700001267EE,–,3206,01:25:50,02:52:58,02:54:20
95,87,81,"Price, Alex (USA)",999999117A7327000011FAC7,–,197,01:12:28,02:29:17,02:29:18
1440,87,76,"Allan, Kirsten (USA)",999999117A7327000011FBD6,–,1973,01:24:44,02:53:18,02:53:59
96,88,82,"Zhou, Fan (USA)",999999117A73270000126575,–,150,01:12:39,02:29:18,02:29:20
1451,88,10,"Crain, Amy (USA)",999999117A73270000126540,–,4455,01:26:16,02:53:21,02:55:31
97,89,83,"Platano, Chris (USA)",999999117A7327000011FA9E,Bowerman Track Club,135,01:10:09,02:29:25,02:29:26
1474,89,77,"Meyer, Caitie (USA)",999999117A732700001267BE,–,3874,01:24:40,02:53:32,02:54:56
98,90,84,"Arthur, Jeremy (USA)",999999117A73270000121A37,Matthew Wong,415,01:14:38,02:29:29,02:29:38
1483,90,78,"Grant, Alice (USA)",999999117A73270000126521,–,7102,01:26:42,02:53:38,02:57:43
99,91,85,"Arriola, Randy (USA)",999999117A7327000012100D,Phoenix Free Soles,307,01:11:34,02:29:32,02:29:32
1504,91,79,"Hailey, Theresa (USA)",999999117A732700001243A8,–,F68,01:19:49,02:53:48,02:53:49
100,92,86,"Baez, Lucas (ARG)",999999117A7327000011FB67,–,191,01:12:58,02:29:33,02:29:33
1510,92,80,"Willhoit, Sara (GBR)",999999117A7327000011F64C,–,6423,01:25:14,02:53:49,02:56:53
101,93,87,"Brough, John (USA)",999999117A732700001267B3,–,297,01:14:13,02:29:33,02:29:39
1521,93,81,"Trané, Sara (SWE)",999999117A7327000011F8F7,–,4085,01:26:35,02:53:54,02:55:57
102,94,88,"Metzger, Dave (USA)",999999117A7327000012159E,Greater Boston Track Club,1086,01:13:57,02:29:42,02:29:56
1533,94,82,"Kung, Paola (PER)",999999117A732700001243A2,–,4173,01:24:22,02:54:01,02:55:49
103,95,89,"Therriault, Ian (USA)",999999117A73270000125E85,–,743,01:14:56,02:29:56,02:29:59
1577,95,83,"Canterbury, Tania (USA)",999999117A7327000011F552,–,5907,01:27:06,02:54:19,02:57:06
104,96,6,"Haynes, Stuart (GBR)",999999117A73270000125F05,garmin runners,86,01:12:45,02:29:57,02:29:57
1593,96,84,"Battaglia, Rebekah (USA)",999999117A732700001267A1,–,1502,01:25:47,02:54:25,02:55:01
105,97,90,"Weickert, Matt (USA)",999999117A7327000011FAC0,–,222,01:13:21,02:30:01,02:30:03
1609,97,85,"Jenkins, Madeline (USA)",999999117A73270000125E99,–,8163,01:25:53,02:54:32,02:54:34
107,98,91,"Whitlow, Dustin (USA)",999999117A73270000124712,–,213,01:11:10,02:30:20,02:30:20
1658,98,86,"Lowry, Cristina (USA)",999999117A732700001267D7,–,3023,01:26:18,02:54:49,02:58:02
108,99,92,"Mance, Steven (USA)",999999117A7327000012675C,–,442,01:15:06,02:30:21,02:30:32
1673,99,87,"Bowen, Grace (USA)",999999117A7327000011F5A1,Matthew Wong,2977,01:22:58,02:54:57,02:55:44
109,100,93,"Avery, Lawrence (GBR)",999999117A7327000011FA2B,–,209,01:14:10,02:30:28,02:30:30
1722,100,88,"Simonson, Danika (USA)",999999117A73270000125E5B,–,2440,01:24:37,02:55:23,02:56:22
112,101,94,"Demaree, Ben (USA)",999999117A7327000011FB23,–,702,01:13:19,02:30:50,02:30:52
1724,101,1,"Trachsel, Locky (USA)",999999117A732700001251E6,–,3774,01:27:28,02:55:24,02:56:42
113,102,7,"Dorazil, Richard (USA)",999999117A732700001260A8,–,217,01:14:09,02:30:50,02:30:53
1732,102,89,"Weber, Jane (CAN)",999999117A7327000011FF22,–,1673,01:26:44,02:55:25,02:56:18
114,103,95,"Ferguson, Shawn (USA)",999999117A7327000011F68E,–,304,01:14:42,02:30:50,02:31:02
1742,103,90,"Kaulinaite, Neringa (LTU)",999999117A732700001260D4,–,3596,01:26:42,02:55:29,02:56:29
115,104,96,"Neill, Ian (USA)",999999117A7327000011FA94,Greater Boston Track Club,412,01:13:59,02:30:52,02:31:05
1752,104,91,"Lenz, Rachael (USA)",999999117A73270000126558,–,8714,01:28:02,02:55:35,02:55:57
116,105,97,"Aranda, Christopher (CAN)",999999117A73270000124B35,–,251,01:14:15,02:30:54,02:30:56
1753,105,92,"Villegas, Ana (COL)",999999117A7327000011F539,–,2361,01:25:37,02:55:35,02:56:36
117,106,2,"Martins, Cesar (BRA)",999999117A73270000126555,–,88,01:14:16,02:30:58,02:30:58
1757,106,11,"Bernacchi, Alanna (USA)",999999117A732700001264A1,Phoenix Free Soles,7553,01:27:01,02:55:37,02:59:20
118,107,98,"Sanborn, Brett (USA)",999999117A7327000012699E,Dukes Track Club,302,01:15:09,02:31:11,02:31:15
1760,107,93,"Dunn, Jennifer (USA)",999999117A73270000125E17,–,6853,01:25:49,02:55:38,02:58:47
119,108,99,"Fanta, Gezachew (ISR)",999999117A7327000012434A,–,207,01:13:32,02:31:16,02:31:16
1762,108,94,"Fayette, Emily (USA)",999999117A732700001250A0,–,4121,01:25:15,02:55:38,02:57:55
120,109,100,"Fredericks, William (USA)",999999117A73270000126733,–,139,01:15:13,02:31:19,02:31:25
1767,109,95,"Culver, Molly (USA)",999999117A73270000126277,–,1706,01:25:41,02:55:41,02:56:17
121,110,101,"Howell, Jason (USA)",999999117A73270000126724,Newburgh-Evansville Running Co-operative,277,01:15:27,02:31:25,02:31:35
1778,110,96,"Hails, Kate (USA)",999999117A7327000011F542,–,5468,01:26:14,02:55:44,02:58:49
122,111,102,"Li, Yipeng (CHN)",999999117A73270000121D6B,–,154,01:13:40,02:31:32,02:31:44
1781,111,97,"Clifford, Abigail (USA)",999999117A732700001242FD,–,3711,01:24:37,02:55:46,02:57:30
123,112,3,"Yüksel, Özkan (TUR)",999999117A7327000011F5D9,–,282,01:14:51,02:31:33,02:31:34
1793,112,98,"Astrike-Davis, Emma (USA)",999999117A73270000123B14,–,3133,01:24:57,02:55:52,02:57:52
124,113,8,"Renou, Ludovic (FRA)",999999117A7327000011F79B,–,87,01:12:51,02:31:37,02:31:37
1810,113,99,"Eberhard, Shari (USA)",999999117A73270000122066,–,4910,01:27:19,02:55:58,02:58:18
125,114,103,"Mialle, Pierrick (FRA)",999999117A7327000012250C,Laufgemeinschaft Wien,448,01:12:41,02:31:39,02:31:42
1811,114,100,"Mcbride, Caroline (USA)",999999117A73270000126282,–,6075,01:28:27,02:55:59,02:59:05
127,115,104,"Denari, Nicholas (USA)",999999117A73270000121B5C,–,1435,01:14:25,02:31:46,02:32:09
1825,115,101,"Woodruff, Julie (USA)",999999117A73270000126294,–,4065,01:25:27,02:56:02,02:57:56
128,116,105,"Mcdevitt, Daniel (USA)",999999117A73270000121C2D,–,1541,01:15:52,02:31:50,02:32:28
1827,116,102,"Smolarova, Katka (SVK)",999999117A7327000011F8C6,–,8692,01:27:13,02:56:03,02:56:22
129,117,4,"Clarke, Tom (USA)",999999117A73270000126817,Phoenix Free Soles,82,01:14:15,02:31:53,02:31:53
1846,117,103,"Pryor, Devyn (USA)",999999117A7327000011FB06,–,6052,01:26:47,02:56:09,02:59:57
130,118,106,"Ohara, Chip (USA)",999999117A73270000120115,Syracuse Track Club,467,01:15:50,02:31:53,02:32:07
1851,118,104,"Marggraff, Anna (USA)",999999117A7327000011F568,Impala Racing Team,6787,01:28:47,02:56:10,02:59:49
131,119,107,"Salazar, Joel (USA)",999999117A732700001213AB,–,593,01:14:06,02:31:56,02:31:59
1869,119,105,"O’donnell, Heather (CAN)",999999117A7327000011F78E,Halifax Road Hammers,3458,01:27:21,02:56:16,02:59:21
133,120,108,"Armijo, Jesse (USA)",999999117A7327000011F59B,Dukes Track Club,152,01:12:21,02:31:57,02:31:59
1874,120,12,"Mccandless, Joanne (GBR)",999999117A7327000011F677,–,5843,01:28:04,02:56:18,02:59:05
134,121,109,"Bouckaert, Richard (USA)",999999117A7327000012616A,Power Miler Track Club,182,01:13:14,02:31:58,02:32:01
1888,121,106,"Luckner, Megan (USA)",999999117A7327000012317D,–,9440,01:26:06,02:56:23,02:56:50
135,122,110,"Zufall, Blake (USA)",999999117A73270000121995,–,384,01:14:27,02:31:59,02:32:04
1907,122,107,"Dolloff, Georgia (USA)",999999117A73270000125E86,–,4536,01:24:57,02:56:30,02:58:52
