place_overall,place_gender,place_division,name,idp,team,bib,half,finish_net,finish_gun
817,20,18,"Burla, Serena (USA)",999999117A7326000010C070,–,F14,01:20:03,02:53:03,02:53:03
21,21,20,"Neff, Jackson (USA)",999999117A7326000010AB80,–,109,01:12:44,02:29:43,02:29:43
841,21,1,"Bourke Martignoni, Joanna (AUS)",999999117A73260000109509,–,2745,01:26:13,02:53:19,02:54:47
22,22,21,"Ayr, Jason (USA)",999999117A7326000010AB6D,–,46,01:10:58,02:29:53,02:29:53
851,22,19,"Reasoner, Lauren (USA)",999999117A7326000010B33A,–,2731,01:25:41,02:53:23,02:54:41
23,23,22,"Tribble, Graham (USA)",999999117A7326000010C405,Pacers/New Balance Georgetown Running Club,121,01:14:22,02:30:06,02:30:06
877,23,20,"Austin, Caroline (USA)",999999117A73260000108E24,–,3590,01:26:10,02:53:41,02:55:28
24,24,23,"Beavin, Zack (USA)",999999117A73260000107168,–,47,01:10:36,02:30:56,02:30:56
910,24,21,"Calway, Kelly (USA)",999999117A7326000010AB78,–,F33,01:21:12,02:54:00,02:54:00
25,25,24,"Pendleton, Joseph (USA)",999999117A7326000010C438,–,161,01:14:30,02:31:09,02:31:29
918,25,22,"Guerrette, Tracy (USA)",999999117A73260000109084,Crow Athletics,F40,01:23:19,02:54:02,02:54:02
26,26,25,"Guthals, Nate (USA)",999999117A7326000010C5A1,–,2714,01:15:39,02:31:35,02:32:27
924,26,23,"Penfold, Rose (GBR)",999999117A7326000010B2AD,Boston Athletic Association,2613,01:26:19,02:54:06,02:55:24
27,27,26,"Yamada, Naoki (JPN)",999999117A7326000010E127,–,31218,01:12:58,02:32:10,03:03:06
934,27,24,"Vangorder, Morgan (USA)",999999117A7326000010C558,–,2814,01:28:26,02:54:10,02:54:10
28,28,27,"Donohue, Sean (USA)",999999117A7326000010D2F7,Garden State Track Club New Balance,1068,01:12:13,02:32:34,02:33:00
959,28,25,"Mignosa, Kate (USA)",999999117A73260000107D57,–,5539,01:24:33,02:54:24,02:57:50
29,29,28,"Graham, William (USA)",999999117A7326000010B7FA,Iowa State University Running Club,175,01:12:28,02:32:43,02:32:54
967,29,26,"Caldwell, Heidi (USA)",999999117A7326000010C339,–,7405,–,02:54:31,03:00:42
30,30,29,"Mindel, Scott (USA)",999999117A7326000010AE71,Central Mass Striders,51,01:12:03,02:32:48,02:32:48
995,30,27,"Thompson, Courtney (USA)",999999117A7326000010C398,–,4736,01:27:04,02:54:41,02:57:35
31,31,30,"Zhou, Fan (USA)",999999117A73260000109A8D,–,137,01:15:23,02:32:50,02:32:57
1003,31,28,"O'Connor, Siobhan (USA)",999999117A7326000010C6BA,–,3289,01:26:08,02:54:43,02:57:07
32,32,31,"Lowry, Dylan (USA)",999999117A732600001096BA,Charlotte Running Club,298,01:14:27,02:32:50,02:33:13
1022,32,29,"Szabo, Nora (HUN)",999999117A73260000108795,–,1522,01:23:55,02:54:51,02:55:14
33,33,32,"Sanseverino, Cole (USA)",999999117A7326000010B633,–,469,01:14:31,02:32:58,02:33:18
1036,33,30,"Penwell, Melissa (USA)",999999117A73260000109316,Sacramento Running Association Elite,2813,01:27:17,02:55:01,02:56:43
34,34,33,"Lemon, Nicholas (USA)",999999117A7326000010AC9A,–,563,01:13:41,02:33:07,02:33:12
1045,34,31,"Lopiccolo, Amanda (USA)",999999117A7326000010B34E,–,F49,01:22:19,02:55:06,02:55:06
35,35,34,"Worl, Riley (USA)",999999117A73260000106BAE,–,263,01:15:00,02:33:09,02:33:14
1108,35,32,"Gill, Carly (USA)",999999117A73260000108825,–,1372,01:23:11,02:55:38,02:56:05
36,36,35,"Dionne, Andrew (USA)",999999117A7326000010C345,–,713,01:15:48,02:33:18,02:33:42
1147,36,33,"Mcentee, Keri (USA)",999999117A7326000010C29D,–,6009,01:28:48,02:55:57,03:00:53
37,37,36,"Hearn, Patrick (USA)",999999117A7326000010C55F,–,113,01:15:02,02:33:38,02:33:38
1168,37,34,"Prochazkova, Regina (CZE)",999999117A7326000010772D,–,3885,01:26:45,02:56:02,02:57:51
38,38,37,"Trimaille, Johan (FRA)",999999117A7326000010A3ED,–,119,01:13:46,02:33:46,02:33:46
1175,38,35,"Besnard - Virgilio, Audrey (FRA)",999999117A73260000108B68,–,17085,–,02:56:05,02:56:05
39,39,38,"Kennedy, Morgan (USA)",999999117A73260000109388,Manchester Running Company,357,01:14:55,02:34:07,02:34:22
1191,39,36,"Mcardle, Bree (AUS)",999999117A7326000010C3D5,–,6458,01:28:05,02:56:14,03:01:27
40,40,39,"Jorgensen, Blake (USA)",999999117A7326000010B0E3,Atlanta Track Club,244,01:14:33,02:34:08,02:34:25
1199,40,37,"Caruso, Isabella (USA)",999999117A7326000010C741,–,5492,01:27:25,02:56:18,02:59:29
41,41,40,"Riley, Colin (USA)",999999117A73260000109BF1,–,392,01:16:16,02:34:19,02:34:35
1216,41,38,"Bertasso, Karen (USA)",999999117A7326000010A80C,–,1322,01:21:56,02:56:28,02:56:55
42,42,41,"Morihashi, Kansuke (JPN)",999999117A7326000010BC4D,–,38,01:09:00,02:34:23,02:34:23
1217,42,39,"Woodcock, Hannah (USA)",999999117A7326000010B8AB,–,3016,01:27:11,02:56:28,02:58:32
43,43,42,"Cartwright, Andrew (USA)",999999117A7326000010D3C4,–,847,01:14:45,02:34:24,02:34:29
1218,43,40,"Kidd, Elena (USA)",999999117A7326000010B2F8,–,2067,01:27:43,02:56:28,02:58:22
44,44,43,"Perry, Braden (USA)",999999117A7326000010C8FA,–,1147,01:15:25,02:34:28,02:35:03
1239,44,41,"Davis, Rachel (USA)",999999117A7326000010D410,–,1259,01:28:26,02:56:37,02:57:47
45,45,44,"Sullivan, Kenneth (USA)",999999117A7326000010DD9C,–,144,01:14:20,02:34:38,02:34:44
1242,45,42,"Deming, Brianna (USA)",999999117A73260000108653,–,2563,01:23:48,02:56:39,02:57:38
46,46,45,"Rink, Alexander (USA)",999999117A7326000010849E,–,318,01:15:49,02:34:43,02:34:53
1249,46,43,"D'Amato, Keira (USA)",999999117A732600001090DE,–,F47,01:22:04,02:56:44,02:56:44
47,47,46,"Thornburg, Timothy (USA)",999999117A7326000010D926,–,1084,01:14:52,02:34:54,02:35:41
1251,47,44,"Hynes, Alexandra (CAN)",999999117A7326000010C7C6,–,7400,01:27:24,02:56:45,03:02:27
48,48,47,"Kilgore, David (USA)",999999117A7326000010A808,–,155,01:16:06,02:34:54,02:35:10
1268,48,45,"Berry, Jennifer (USA)",999999117A7326000010C6E4,–,3990,01:26:09,02:56:51,02:58:45
49,49,2,"Frandsen, Shaun (USA)",999999117A7326000010C739,Club Northwest,83,01:13:36,02:34:56,02:34:56
1336,49,46,"Haley, Meta (USA)",999999117A73260000109A9B,–,7007,01:27:57,02:57:18,03:02:46
50,50,3,"Maravilla, Jorge (USA)",999999117A7326000010A80E,West Valley Track Club,76,01:11:29,02:35:02,02:35:02
1343,50,47,"Brown, Kayla (USA)",999999117A73260000108710,–,2140,01:27:26,02:57:20,02:58:29
51,51,48,"Mcneil, Matthew (CAN)",999999117A732600001071F6,Halifax Road Hammers,358,01:14:43,02:35:12,02:35:19
1355,51,48,"Cook, Dani (USA)",999999117A7326000010C4E5,–,1241,01:24:21,02:57:24,02:58:13
52,52,49,"Chavez, Luis (USA)",999999117A7326000010D3EE,–,491,01:15:55,02:35:14,02:35:20
1367,52,49,"Tucker, Krysten (USA)",999999117A7326000010DEB1,Team Rogue,2347,01:27:29,02:57:26,02:59:13
53,53,50,"Lyon, Tyler (USA)",999999117A7326000010CD36,Manchester Running Company,403,01:14:55,02:35:38,02:35:53
1377,53,3,"Draskau Petersson, Jessica (DEN)",999999117A7326000010C084,–,F21,01:25:32,02:57:29,02:57:29
54,54,51,"Hendrix, Austin (USA)",999999117A73260000107602,Fleet Feet/Nike Racing Team,250,01:14:31,02:35:40,02:35:59
1389,54,50,"Oswald, Chelsea (USA)",999999117A73260000109152,–,6322,01:29:02,02:57:32,03:02:53
55,55,52,"Clevenger, Stephen (USA)",999999117A7326000010A815,–,117,01:14:11,02:35:42,02:35:42
1416,55,51,"Chute, Katherine (USA)",999999117A7326000010ACB7,–,1135,01:21:09,02:57:44,02:58:14
56,56,4,"Brenneman, Charlie (USA)",999999117A7326000010C2FE,Sacramento Running Association Elite,82,01:16:55,02:35:47,02:35:47
1420,56,52,"Prelle, Monica (USA)",999999117A7326000010C6F4,–,2673,01:27:40,02:57:46,02:59:03
57,57,53,"Macdonald, Adrian (USA)",999999117A73260000108D18,–,234,01:17:31,02:35:48,02:35:48
1477,57,53,"Taylor, Erin (USA)",999999117A732600001090D1,–,15132,01:28:54,02:58:08,02:58:11
58,58,54,"Heun, Aaron (USA)",999999117A7326000010A051,–,463,01:17:31,02:35:50,02:36:10
1501,58,54,"Russo, Gabrielle (USA)",999999117A73260000109B28,–,2582,01:26:04,02:58:16,02:59:53
59,59,55,"Sloan, Ryan (USA)",999999117A73260000107587,–,196,01:16:49,02:35:55,02:36:02
1559,59,55,"Konderwich, Allison (USA)",999999117A73260000108B19,–,2849,01:28:08,02:58:37,03:00:19
60,60,56,"Monaghan, Taylor (USA)",999999117A7326000010C236,–,584,01:17:48,02:35:57,02:36:12
1565,60,56,"Jensen, Ashley (USA)",999999117A7326000010DCB5,–,12434,01:27:41,02:58:37,03:03:33
61,61,57,"Roosa, Nicholas (USA)",999999117A7326000010C1D4,Western Mass Distance Project,227,01:14:54,02:35:59,02:36:09
1572,61,57,"Glasser, Carley (USA)",999999117A7326000010C31E,1st Place Sports,3425,01:28:10,02:58:42,03:00:53
62,62,58,"Vido, Michael (USA)",999999117A73260000109E3F,Philadelphia Runner Track Club,258,01:16:12,02:36:03,02:36:22
1574,62,58,"Abdulmassih, Tiana (USA)",999999117A7326000010CF5C,Impala Racing Team,4487,01:27:12,02:58:43,03:01:37
63,63,59,"Ash, Alan (USA)",999999117A7326000010CA9C,–,189,01:16:46,02:36:04,02:36:13
1584,63,59,"Butler, Jo (USA)",999999117A7326000010CFF7,–,12954,01:29:15,02:58:48,03:01:52
64,64,60,"Hershman, Alex (USA)",999999117A7326000010A6ED,–,978,01:14:01,02:36:07,02:36:12
1592,64,2,"Hodge, Brenda (USA)",999999117A73260000108FEA,–,4288,01:27:48,02:58:50,03:01:17
65,65,61,"Gray, Joseph (USA)",999999117A7326000010AE63,–,34,01:09:00,02:36:07,02:36:07
1619,65,60,"Fitzgerald, Leah (AUS)",999999117A7326000010C133,–,2247,01:26:29,02:59:01,03:00:16
66,66,5,"Sharp, John (GBR)",999999117A7326000010BCB3,–,153,01:14:40,02:36:08,02:36:18
1622,66,61,"Blondell, Jillian (USA)",999999117A73260000107230,–,8480,01:29:22,02:59:02,02:59:31
67,67,62,"Mcmillan, Erik (USA)",999999117A7326000010BBCB,–,364,01:17:52,02:36:14,02:36:25
1643,67,62,"Eberhard, Shari (USA)",999999117A7326000010CD08,–,6361,01:29:45,02:59:09,03:03:35
68,68,63,"Allen, Christopher (USA)",999999117A7326000010B4D1,Boston Athletic Association,124,01:14:50,02:36:27,02:36:27
1646,68,63,"Lowry, Cristina (USA)",999999117A7326000010C666,–,3664,01:29:10,02:59:11,03:01:29
69,69,64,"Klecker, Jack (USA)",999999117A73260000107B42,–,210,01:18:34,02:36:29,02:37:11
1657,69,64,"Jaswell, Megan (USA)",999999117A7326000010A7A9,–,F46,01:26:01,02:59:14,02:59:14
70,70,65,"Brough, John (USA)",999999117A73260000109B5C,–,221,01:15:39,02:36:29,02:36:38
1708,70,65,"Barrett, Cate (USA)",999999117A7326000010C17B,Team Rogue,2311,01:27:59,02:59:29,03:00:45
71,71,66,"Rosauer, Brett (USA)",999999117A7326000010C5E9,–,156,01:15:16,02:36:30,02:36:48
1723,71,66,"Kempf, Cécile (FRA)",999999117A7326000010A55D,–,2887,01:26:42,02:59:33,03:00:28
72,72,67,"Neill, Ian (USA)",999999117A7326000010B536,Greater Boston Track Club,173,01:15:36,02:36:33,02:36:51
1725,72,67,"Alderfer, Hannah (USA)",999999117A7326000010CEE7,–,6349,01:29:46,02:59:34,03:04:37
73,73,68,"Hinrichsen, Erik (USA)",999999117A7326000010AC2A,Greater Boston Track Club,703,01:17:06,02:36:37,02:36:46
1742,73,68,"Sessions, Jasmine (USA)",999999117A7326000010C11E,Wolfpack Running Club,1607,01:28:58,02:59:37,03:00:08
74,74,69,"Thomas, Jason (USA)",999999117A7326000010A989,Iowa State University Running Club,145,01:12:28,02:36:39,02:36:49
1748,74,69,"Wild, Sara (USA)",999999117A73260000108D65,–,4004,01:29:49,02:59:41,03:03:04
75,75,70,"Moncrieff, Ryan (USA)",999999117A7326000010C241,–,299,01:17:42,02:36:40,02:36:52
1763,75,70,"Gries, Samantha (USA)",999999117A7326000010A29F,–,4091,01:26:22,02:59:44,03:02:42
76,76,71,"Days-Merrill, Taylor (USA)",999999117A7326000010C657,–,190,01:15:16,02:36:41,02:36:52
1811,76,71,"Jones, Rebecca (USA)",999999117A73260000108271,Team Rogue,5112,01:30:29,03:00:01,03:04:57
77,77,72,"Lindquist, Jackson (USA)",999999117A7326000010C3CF,–,246,01:15:40,02:36:42,02:36:55
1841,77,72,"Every, Jennifer (USA)",999999117A7326000010A788,–,3571,01:28:00,03:00:13,03:02:24
78,78,73,"Williams, John (USA)",999999117A7326000010A447,–,329,01:17:33,02:36:43,02:37:01
1844,78,73,"Allan, Kirsten (USA)",999999117A73260000109565,–,1846,–,03:00:14,03:01:08
79,79,74,"Grandy, Trevor (USA)",999999117A7326000010C276,–,267,01:14:37,02:36:50,02:37:03
1848,79,74,"Moser, Kelsey (USA)",999999117A7326000010D5BE,–,5054,–,03:00:14,03:04:32
80,80,75,"Weickert, Matt (USA)",999999117A7326000010D571,–,635,01:16:48,02:36:55,02:37:03
1849,80,75,"Strong, Kayla (USA)",999999117A7326000010D6CC,–,1951,01:27:46,03:00:14,03:01:01
81,81,76,"Meyer, David (USA)",999999117A7326000010C2CF,–,487,01:16:58,02:37:01,02:37:23
1860,81,76,"Spannaus, Michaela (USA)",999999117A732600001092BD,–,2712,01:25:50,03:00:19,03:01:27
82,82,77,"Crist, George (USA)",999999117A7326000010C119,–,418,01:17:52,02:37:06,02:37:16
1863,82,77,"Fisher, Paige (USA)",999999117A7326000010C915,–,5836,01:26:37,03:00:20,03:04:04
83,83,78,"Fraioli, Mario (USA)",999999117A7326000010C494,–,1087,01:16:08,02:37:08,02:37:36
1878,83,78,"Robey, Baylee (USA)",999999117A73260000106E3A,–,9578,01:25:23,03:00:27,03:09:13
84,84,79,"Venable, Bronson (USA)",999999117A7326000010D6B7,Western Mass Distance Project,1749,01:19:24,02:37:10,02:38:12
1879,84,4,"Dudgeon, Sarah (GBR)",999999117A7326000010C503,–,4686,01:30:00,03:00:28,03:03:38
85,85,80,"Holmen, Drew (USA)",999999117A7326000010DD25,–,351,01:15:16,02:37:11,02:37:30
1880,85,79,"Curran, Meghan (USA)",999999117A7326000010C5AD,–,1518,01:21:30,03:00:28,03:00:55
86,86,81,"Snoberger, Woody (USA)",999999117A7326000010732F,Cumberland Valley Athletic Club,410,01:16:52,02:37:11,02:37:28
1882,86,80,"Capriccioso, Christina (USA)",999999117A7326000010C669,–,5344,01:29:53,03:00:29,03:04:26
87,87,82,"Berger, Samuel (USA)",999999117A7326000010D57B,–,1166,01:18:45,02:37:14,02:37:55
1887,87,81,"Stack, Karissa (USA)",999999117A7326000010C34F,–,4106,01:28:17,03:00:32,03:03:24
88,88,83,"Dever, Shaun (USA)",999999117A732600001083C3,Greater Boston Track Club,385,01:15:41,02:37:15,02:37:27
1891,88,82,"Porter, Amanda (USA)",999999117A7326000010C70D,–,6950,01:30:45,03:00:33,03:05:55
89,89,84,"Schouler, Brent (USA)",999999117A7326000010C334,Western Mass Distance Project,252,01:17:42,02:37:20,02:37:44
1906,89,83,"Churchill, Allison (USA)",999999117A7326000010C819,–,3923,01:29:39,03:00:38,03:02:37
90,90,85,"Kinne, Sean (USA)",999999117A7326000010DA00,–,634,01:17:13,02:37:23,02:37:42
1917,90,84,"Kolson, Brigette (USA)",999999117A7326000010C2E1,Dashing Whippets,4747,01:28:44,03:00:41,03:04:31
91,91,86,"Aranda, Christopher (CAN)",999999117A7326000010C74B,–,444,01:16:37,02:37:23,02:37:30
1930,91,5,"Switt, Angela (CAN)",999999117A73260000107A90,–,4541,01:28:02,03:00:47,03:03:39
92,92,87,"Howard, Doug (USA)",999999117A7326000010DAA2,–,281,01:17:33,02:37:27,02:37:46
1978,92,85,"Green, Kiley (USA)",999999117A73260000108182,–,4601,01:25:49,03:01:06,03:03:20
93,93,88,"Perez, James (USA)",999999117A73260000106D4C,Charlotte Running Club,1664,01:18:34,02:37:28,02:38:10
1985,93,86,"Fanning, Kathryn (USA)",999999117A7326000010D3F9,–,2015,01:28:11,03:01:10,03:02:21
94,94,89,"Palmison, Ryan (USA)",999999117A7326000010C314,Manchester Running Company,674,01:17:06,02:37:30,02:37:55
2003,94,87,"Fox, Laura (USA)",999999117A7326000010B47B,Alaska Endurance Project,6973,01:28:37,03:01:16,03:04:54
95,95,6,"Rusche, Bryan (CAN)",999999117A7326000010C5B2,–,1242,01:14:24,02:37:32,02:37:58
2030,95,88,"Chappell, Kelsi (USA)",999999117A73260000109220,–,5709,01:27:59,03:01:22,03:04:47
96,96,90,"Macandrew, Ross (USA)",999999117A7326000010D736,–,722,01:17:49,02:37:32,02:37:46
2031,96,89,"Bowe, Hannah (IRL)",999999117A7326000010C714,–,8939,01:30:28,03:01:23,03:01:54
97,97,91,"Mendoza, Eric (USA)",999999117A7326000010B189,Greater Boston Track Club,174,01:17:13,02:37:34,02:37:51
2032,97,90,"Wee, Bree (USA)",999999117A7326000010AD2A,–,4228,01:29:36,03:01:24,03:03:41
98,98,7,"Wolpert, Matthew (USA)",999999117A7326000010BC24,–,397,01:17:20,02:37:43,02:37:56
2036,98,91,"Hebert, Maxey (USA)",999999117A73260000108A30,Atlanta Track Club,6328,01:26:42,03:01:27,03:06:37
99,99,92,"Haneberg, Patrick (USA)",999999117A7326000010D98E,Somerville Road Runners,2346,01:18:13,02:37:49,02:38:59
2041,99,92,"Clark, Erin (USA)",999999117A7326000010DBE1,–,12247,01:31:55,03:01:29,03:04:25
100,100,93,"Gabrielson, Chris (USA)",999999117A73260000106F66,–,422,01:17:35,02:37:54,02:38:06
2046,100,6,"Siragusa, Shannon (USA)",999999117A7326000010ACA5,–,5069,01:29:25,03:01:31,03:05:06
101,101,94,"End, Nicholas (USA)",999999117A7326000010B88A,–,106,01:14:33,02:37:56,02:37:56
2062,101,93,"Cocchiaro, Hannah (USA)",999999117A7326000010D04A,–,6188,01:30:33,03:01:37,03:07:15
102,102,95,"Kwon, Daniel (USA)",999999117A73260000106EC5,–,283,01:15:46,02:38:02,02:38:10
2113,102,94,"Pryor, Devyn (USA)",999999117A73260000107207,–,10643,01:33:06,03:01:58,03:03:40
103,103,96,"Mccabe, Chris (USA)",999999117A7326000010BF7B,–,367,01:14:44,02:38:07,02:38:13
2116,103,7,"Jurgens, Nancy (USA)",999999117A732600001092AD,–,6321,01:29:16,03:02:02,03:07:10
104,104,8,"Epperson, Charlie (USA)",999999117A73260000109A1E,–,854,01:17:37,02:38:11,02:38:26
2120,104,95,"Kopelson, Alana (USA)",999999117A7326000010C9D4,Fleet Feet/Nike Racing Team,2477,01:28:30,03:02:05,03:03:32
105,105,97,"Thielman, Michael (USA)",999999117A7326000010C27F,–,694,01:18:11,02:38:12,02:38:27
2127,105,96,"Trachtenberg, Molly (USA)",999999117A7326000010A604,The Heartbreakers,3680,01:28:12,03:02:09,03:03:57
106,106,98,"Andersen, Jordan (USA)",999999117A73260000107027,–,307,01:14:57,02:38:15,02:38:23
2128,106,97,"Bongartz, Meghan (USA)",999999117A73260000109640,Dashing Whippets,5540,01:28:44,03:02:10,03:05:59
107,107,99,"Easey, Scott (AUS)",999999117A7326000010782A,North Brooklyn Runners,4357,01:20:12,02:38:15,02:40:42
2148,107,98,"Thompson, Paige (USA)",999999117A7326000010C67E,–,6343,01:30:29,03:02:18,03:07:12
108,108,100,"Diestelow, Eric (USA)",999999117A7326000010716B,–,542,01:15:44,02:38:16,02:38:25
2153,108,99,"O'Dea, Jordan (USA)",999999117A7326000010C5CE,–,4624,01:21:29,03:02:19,03:05:30
109,109,101,"O'Donoghue, Graham (USA)",999999117A7326000010C191,–,348,01:16:56,02:38:17,02:38:37
2158,109,100,"Springer, Kari (USA)",999999117A7326000010D38A,–,3090,–,03:02:21,03:04:11
110,110,102,"Bain, Ross (CAN)",999999117A73260000106CFF,Black Lungs Toronto,363,01:18:10,02:38:18,02:38:35
2159,110,101,"Dethy, Elizabeth (USA)",999999117A7326000010903A,–,8738,01:30:47,03:02:22,03:02:29
111,111,103,"Gaffney, John (USA)",999999117A7326000010C611,–,419,01:17:40,02:38:19,02:38:38
2169,111,102,"Bogan, Dana (USA)",999999117A73260000107FD0,–,6482,01:29:34,03:02:26,03:06:58
112,112,104,"Washburn, Taylor (USA)",999999117A73260000107687,–,416,01:17:32,02:38:27,02:38:57
2174,112,103,"Gwyn, Katherine (USA)",999999117A73260000107155,Team Rogue,14492,–,03:02:27,03:08:17
113,113,105,"Nally, Daniel (USA)",999999117A7326000010C6D5,–,541,01:16:56,02:38:28,02:38:41
2181,113,104,"Crawford, Danya (USA)",999999117A7326000010B6A2,–,2021,01:28:27,03:02:30,03:04:04
114,114,106,"Reilly, Jason (USA)",999999117A7326000010B3E5,Boston Athletic Association,211,01:17:23,02:38:28,02:38:38
2193,114,105,"Gonzales, Grace (USA)",999999117A7326000010C44A,Sacramento Running Association Elite,1260,01:23:27,03:02:35,03:03:10
115,115,107,"Powell, Richard (GBR)",999999117A73260000107316,–,148,01:19:22,02:38:33,02:38:50
2209,115,106,"Avalos, Breana (USA)",999999117A7326000010928C,–,6766,01:28:04,03:02:42,03:07:06
116,116,108,"Fazioli, Samuel (USA)",999999117A7326000010CCC6,Whirlaway Racing Team,213,01:17:41,02:38:33,02:38:57
2215,116,107,"Lucatero, Sonya (USA)",999999117A7326000010C3C8,–,5252,01:28:57,03:02:46,03:06:19
117,117,109,"Weissinger, Mathew (USA)",999999117A73260000108674,Jacuzzi Boys Athletic Club,339,01:17:11,02:38:35,02:38:57
2228,117,108,"Jean, Annie (CAN)",999999117A7326000010C3C9,–,1861,01:27:25,03:02:49,03:03:44
118,118,110,"Clarke-Ames, Joel (CAN)",999999117A732600001083BB,Black Lungs Toronto,384,01:17:48,02:38:36,02:38:53
2239,118,109,"Marlier, Jessica (USA)",999999117A7326000010DAC3,–,6085,01:31:21,03:02:54,03:07:20
119,119,111,"Howell, Jason (USA)",999999117A73260000108B24,Newburgh Evansville Running Co-operative,391,01:18:00,02:38:37,02:39:04
2243,119,110,"Sansoucy, Mylene (CAN)",999999117A732600001094C4,–,2314,01:27:55,03:02:57,03:04:25
120,120,112,"Coates-Finke, Sam (USA)",999999117A732600001071AD,Western Mass Distance Project,282,01:16:50,02:38:38,02:38:48
2255,120,111,"Skatteboe, Karoline (NOR)",999999117A7326000010C625,–,3242,01:29:19,03:03:03,03:05:01
