place_overall,place_gender,place_division,name,idp,team,bib,half,finish_net,finish_gun
30,30,30,"Martin, Nathan",9TGHS6FF1AF9D6,–,31,01:03:47,02:15:31,02:15:31
421,30,3,"Cherop, Sharon",9TGHS6FF1AF9F4,–,115,01:11:01,02:34:47,02:34:47
10849,30,–,"Dannecker, Elle",9TGHS6FF1AA760,–,17580,01:34:37,03:22:20,03:22:23
31,31,31,"Obrien, Lyle",9TGHS6FF1AECEF,–,46,01:06:31,02:16:03,02:16:03
423,31,27,"Beach, Amanda",9TGHS6FF1B0A76,–,153,01:15:20,02:34:51,02:34:51
11693,31,–,"Berkowitz, Larry",9TGHS6FF1AF991,–,32169,01:41:35,03:25:02,03:33:56
32,32,32,"Panning, Zach",9TGHS6FF1AF9D1,Hansons-Brooks Distance Project,23,01:03:43,02:16:47,02:16:47
427,32,28,"Mcnulty, Abbie",9TGHS6FF1AF280,–,154,01:15:58,02:34:53,02:34:53
11916,32,–,"Xu, Yuanlong",9TGHS6FF1AE348,–,14875,01:39:12,03:25:45,03:30:14
33,33,33,"Kirk, Kevin",9TGHS6FF1AF0E1,–,62,01:06:30,02:17:02,02:17:02
483,33,29,"Tusa, Rahma",9TGHS6FF1AF9E7,–,107,01:09:35,02:35:46,02:35:46
12031,33,–,"Patrick Wertz, Carey",9TGHS6FF1A9086,Crow Athletics,18497,01:43:07,03:26:08,03:27:16
34,34,34,"Nipperess, James",9TGHS6FF1AB003,–,230,01:08:24,02:17:19,02:17:20
485,34,30,"Bowes, Hailey",9TGHS6FF1ADB18,–,149,01:16:11,02:35:48,02:35:48
12354,34,–,"Ramirez, Salvador",9TGHS6FF1B0CA9,–,19673,01:42:10,03:27:16,03:29:00
36,35,35,"Trujillo, Esteban",9TGHS6FF1AE15E,–,246,01:09:05,02:17:24,02:17:28
491,35,4,"D'Amato, Keira",9TGHS6FF1AF9E6,–,106,01:13:17,02:35:57,02:35:57
12770,35,–,"Mon, Davey",9TGHS6FF1B0782,–,6569,01:41:37,03:28:33,03:33:57
37,36,36,"Ritz, Owen",9TGHS6FF1AE3C8,–,229,01:08:24,02:17:27,02:17:27
510,36,5,"Bruce, Stephanie",9TGHS6FF1AF537,–,135,01:15:52,02:36:09,02:36:09
13160,36,–,"Farrington, Barry",9TGHS6FF1A9E61,–,14370,01:39:25,03:29:48,03:30:23
40,37,37,"Buysse, Blake",9TGHS6FF1ACEC9,–,672,01:08:43,02:18:11,02:18:11
537,37,31,"Powers, Ashlee",9TGHS6FF1AED15,–,145,01:15:21,02:36:31,02:36:31
13247,37,–,"Nascimento, Fabricio",9TGHS6FF1AC65C,–,20231,01:39:02,03:30:07,03:35:57
41,38,38,"Kreft, Zach",9TGHS6FF1AD9B4,–,234,01:08:23,02:18:18,02:18:19
538,38,2,"Kiplagat, Edna",9TGHS6FF1AF9E8,–,108,01:13:49,02:36:32,02:36:32
13549,38,–,"Moskites, Alyssa",9TGHS6FF1ADC11,Somerville Road Runners,14004,01:43:28,03:31:15,03:36:45
42,39,39,"O'Connor, Grant",9TGHS6FF1AB30B,–,59,01:07:37,02:18:22,02:18:22
547,39,32,"Flanagan, Kaylee",9TGHS6FF1AED56,–,146,01:16:13,02:36:41,02:36:41
13560,39,–,"Moreno, Belisario",9TGHS6FF1AD504,–,19815,01:40:48,03:31:18,03:32:55
43,40,40,"Bowman, Andrew",9TGHS6FF1B0993,–,48,01:07:31,02:18:24,02:18:24
577,40,33,"Eder, Veronica",9TGHS6FF1AED14,–,151,01:16:34,02:37:10,02:37:10
13647,40,–,"Palmer, Miche",9TGHS6FF1AD062,–,10133,01:30:53,03:31:36,03:32:37
44,41,41,"Daniel, Jordan",9TGHS6FF1ADCD8,–,226,01:08:48,02:18:39,02:18:47
585,41,34,"Manners, Sophia",9TGHS6FF1ABD5E,–,1804,01:17:03,02:37:15,02:37:34
13767,41,–,"Tinney, Andrew",9TGHS6FF1AC423,–,15370,01:44:39,03:32:02,03:39:19
45,42,42,"Wysong, Trevor",9TGHS6FF1AE2DB,–,272,01:08:25,02:19:04,02:19:04
587,42,35,"Mosborg, Amanda",9TGHS6FF1A95C4,–,2931,01:19:19,02:37:16,02:38:03
14027,42,–,"Ying, Eileen",9TGHS6FF1AC62A,–,16249,01:37:48,03:33:01,03:34:43
46,43,43,"Forstner, Sam",9TGHS6FF1ABA6A,–,260,01:09:30,02:19:44,02:19:46
601,43,36,"Kleven, Kodi",9TGHS6FF1AF5A2,–,139,01:13:32,02:37:25,02:37:25
14272,43,–,"Watts, Oliver",9TGHS6FF1A92F1,–,10358,01:35:14,03:33:56,03:34:45
47,44,1,"Kobe, Primoz",9TGHS6FF1AED58,–,66,01:07:37,02:19:45,02:19:45
603,44,37,"Dobbs, Lucy",9TGHS6FF1AB7D9,–,158,01:16:47,02:37:25,02:37:25
14341,44,–,"Roberts, Rob",9TGHS6FF1AA79C,–,19944,01:44:26,03:34:10,03:36:04
48,45,44,"Dimitri, Brandon",9TGHS6FF1AD429,–,288,01:10:01,02:20:33,02:20:41
634,45,6,"Elmer, Rena",9TGHS6FF1ACC4E,–,150,01:18:00,02:37:48,02:37:48
16236,45,–,"Hernandez, Luis Manuel",9TGHS6FF1ADA3C,–,21651,01:50:28,03:41:26,03:48:34
49,46,45,"Nelson, Scottie",9TGHS6FF1B0632,Front Runners New York,231,01:11:03,02:20:34,02:20:42
738,46,38,"Meeks, Gillian",9TGHS6FF1AA1CF,–,1294,01:19:38,02:39:16,02:39:42
16421,46,–,"Bishop, Danielle",9TGHS6FF1AAB90,–,27073,01:45:24,03:42:14,03:46:09
50,47,46,"Loforte, Scott",9TGHS6FF1A9ACA,–,241,01:08:52,02:20:43,02:20:47
766,47,7,"Bazeley, Kate",9TGHS6FF1AF1E5,–,171,01:18:14,02:39:33,02:39:33
16703,47,–,"Mendez, Mario",9TGHS6FF1AC8F2,–,19924,01:46:18,03:43:19,03:49:06
51,48,47,"Price, Alex",9TGHS6FF1A91EE,–,309,01:09:42,02:20:46,02:20:48
785,48,39,"Mcginley, Caitlin",9TGHS6FF1B01B8,Tracksmith Boston Hares,1541,01:20:21,02:39:48,02:40:29
17044,48,–,"Saenz Moreno, Omar",9TGHS6FF1B07D8,–,15832,01:50:31,03:44:39,03:51:25
52,49,48,"Blaszczyk, Michael",9TGHS6FF1AA098,–,63,01:08:45,02:20:52,02:20:52
802,49,40,"Hart, Lisa",9TGHS6FF1A9193,–,3256,01:19:35,02:39:57,02:41:02
17299,49,–,"Files, Caleb-Michael",9TGHS6FF1AB2A1,–,11135,01:38:24,03:45:38,03:47:06
53,50,49,"Curley, John",9TGHS6FF1AE5AD,–,281,01:09:30,02:20:59,02:21:01
844,50,41,"Alama, Courtney",9TGHS6FF1AD73C,–,1235,01:17:31,02:40:29,02:41:16
17892,50,–,"Beard, Jacob",9TGHS6FF1ACA12,–,19151,01:42:56,03:48:11,03:56:47
54,51,50,"Truman, Zac",9TGHS6FF1AC532,–,268,01:08:54,02:21:02,02:21:03
846,51,42,"Benjamin, Claire",9TGHS6FF1AE267,–,152,01:17:27,02:40:30,02:40:30
18284,51,–,"Cooper, Drew",9TGHS6FF1AF025,–,27258,01:46:45,03:49:49,03:50:44
55,52,51,"Cadwell, William",9TGHS6FF1AAACC,–,251,01:09:29,02:21:19,02:21:27
855,52,43,"Risteen, Emilee",9TGHS6FF1AAC79,Whirlaway Racing Team,168,01:18:43,02:40:35,02:40:35
18382,52,–,"Zhang, Peng",9TGHS6FF1AC7FE,–,15796,01:39:30,03:50:17,03:50:58
56,53,52,"Linden, Erik",9TGHS6FF1AE66F,Boston Athletic Association,47,01:07:16,02:21:25,02:21:25
934,53,44,"Richwin, Marina",9TGHS6FF1AB640,–,1694,01:19:56,02:41:15,02:41:54
18633,53,–,"Murillo, Cesar",9TGHS6FF1ABC6F,–,19880,01:41:52,03:51:27,03:52:40
58,54,53,"Miller, James Bradley",9TGHS6FF1A9492,–,1165,01:08:42,02:21:33,02:21:35
965,54,45,"Rouse, Stephanie",9TGHS6FF1ADFFB,–,156,01:18:31,02:41:37,02:41:37
18708,54,–,"Kharitonov, Tony",9TGHS6FF1AFAB0,–,18520,01:51:00,03:51:50,03:53:09
59,55,54,"Curley, Michael",9TGHS6FF1ADF94,–,477,01:09:55,02:21:34,02:21:48
1007,55,46,"Hsieh, Tammy",9TGHS6FF1AD57D,Tracksmith Boston Hares,161,01:18:41,02:42:03,02:42:03
18910,55,–,"Carmicle, Marcus",9TGHS6FF1AB21A,–,21452,01:50:15,03:52:48,03:56:45
61,56,55,"Weisenberger, Curtis",9TGHS6FF1AAAE8,–,267,01:11:06,02:22:09,02:22:12
1013,56,47,"Maida, Arianna",9TGHS6FF1ADA0D,–,3322,01:20:52,02:42:07,02:42:53
19337,56,–,"Holmes, Matthew",9TGHS6FF1AF663,–,27343,01:35:17,03:55:00,03:56:40
62,57,2,"Bradbury, Samuel",9TGHS6FF1AB334,–,280,01:09:25,02:22:23,02:22:36
1049,57,8,"Perlman, Melissa",9TGHS6FF1AD3B2,–,174,01:19:40,02:42:28,02:42:28
20670,57,–,"Tang, Michael",9TGHS6FF1ACE32,–,23880,01:56:13,04:02:16,04:11:04
63,58,56,"Howard, Riley",9TGHS6FF1AE274,–,275,01:10:15,02:22:24,02:22:35
1093,58,48,"Tyndall, Amanda",9TGHS6FF1AB1AA,–,3955,01:20:36,02:42:45,02:45:30
21702,58,–,"Chang, Theodore",9TGHS6FF1AB935,–,12568,01:55:08,04:09:41,04:12:10
64,59,57,"Knight, Jett",9TGHS6FF1AD5C8,U.S. Air Force,807,01:10:33,02:22:28,02:22:29
1122,59,49,"Watters, Grace",9TGHS6FF1B08A0,–,2680,01:20:32,02:43:01,02:44:51
22062,59,–,"Marsh, Adam",9TGHS6FF1AEE52,–,24562,02:00:35,04:12:31,04:22:31
65,60,58,"Motschmann, Johannes",9TGHS6FF1AF9D5,–,30,01:05:01,02:22:36,02:22:36
1140,60,50,"Ames, Lauren",9TGHS6FF1AE671,Boston Athletic Association,1351,01:20:17,02:43:13,02:44:13
22283,60,–,"Lam, Willis",9TGHS6FF1AEBFC,–,29320,01:55:22,04:14:26,04:20:26
68,61,59,"Reck, Connor",9TGHS6FF1AAEF1,–,257,01:10:34,02:22:44,02:22:44
1149,61,51,"Chappell, Kelsi",9TGHS6FF1A929F,–,3610,01:20:39,02:43:15,02:45:14
22347,61,–,"Larkin, Robert",9TGHS6FF1A9A8A,–,19393,01:49:31,04:14:59,04:16:37
70,62,60,"Jara, Ryan",9TGHS6FF1A95EF,–,227,01:09:27,02:22:48,02:22:52
1154,62,52,"Ross, Alexandra",9TGHS6FF1AFFB4,Tracksmith Boston Hares,2054,01:19:37,02:43:18,02:43:52
22379,62,–,"Dr. Bognar, Csaba",9TGHS6FF1AAC0A,–,14965,01:50:54,04:15:14,04:22:22
71,63,61,"Marshall, Drew",9TGHS6FF1A956A,Charlotte Running Club,376,01:08:55,02:22:49,02:22:50
1168,63,53,"Gevirtz, Anna",9TGHS6FF1AD7F8,–,3831,01:20:40,02:43:23,02:46:07
23332,63,–,"Erzen, Brenna",9TGHS6FF1AF312,–,27156,02:07:51,04:23:30,04:28:55
72,64,62,"Alhamra, Zachary",9TGHS6FF1AE529,–,753,01:11:55,02:22:57,02:23:10
1183,64,54,"Pagano, Lianne",9TGHS6FF1A9338,Tracksmith Boston Hares,164,01:18:43,02:43:31,02:43:31
24369,64,–,"Barger, Andy",9TGHS6FF1AD6E2,–,24608,01:58:52,04:33:58,04:44:04
73,65,63,"Pilat, Andrew",9TGHS6FF1AD474,–,296,01:10:54,02:23:03,02:23:07
1201,65,55,"Czuprynski, Sarah",9TGHS6FF1A9B2D,–,162,01:17:12,02:43:37,02:43:37
24709,65,–,"Kelly, James",9TGHS6FF1AC05E,–,25585,02:14:25,04:38:06,04:38:17
74,66,64,"Brady, Michael",9TGHS6FF1A8FD1,–,836,01:10:34,02:23:04,02:23:06
1206,66,56,"Arias, Egris",9TGHS6FF1ABEB7,–,1219,01:19:25,02:43:39,02:43:50
25527,66,–,"Rattanapas, Prapas",9TGHS6FF1AEBD2,–,29306,02:17:44,04:50:08,04:53:54
75,67,65,"Furukawa, Hiroaki",9TGHS6FF1AD1CC,–,58,01:07:37,02:23:07,02:23:07
1208,67,57,"Nunez, Jessica",9TGHS6FF1AAE0D,–,2631,01:20:46,02:43:40,02:44:31
25560,67,–,"Macé, Didier",9TGHS6FF1AA583,–,24943,02:03:15,04:50:36,05:00:45
76,68,66,"Matteucci, Nicholas",9TGHS6FF1ADA45,–,711,01:11:20,02:23:08,02:23:23
1209,68,58,"Carter, Mattie",9TGHS6FF1A8F20,–,5818,01:22:07,02:43:40,02:48:05
25701,68,–,"Mina, Neil",9TGHS6FF1ABDA8,–,21592,02:19:08,04:52:39,04:59:15
79,69,67,"Healey, Alexander",9TGHS6FF1ACE72,Notch Run Club,451,01:11:28,02:23:31,02:23:38
1281,69,59,"Numata, Kana",9TGHS6FF1AF4EC,–,1820,01:18:27,02:44:13,02:44:24
26282,69,–,"Lowell, Jessie",9TGHS6FF1AEC07,–,29359,02:20:59,05:03:10,05:12:11
80,70,68,"Hegarty, Mark",9TGHS6FF1AD23E,Manchester Running Club,517,01:12:35,02:23:31,02:23:39
1284,70,60,"Stephenson, Sara",9TGHS6FF1AFEED,–,7384,01:22:22,02:44:13,02:51:29
26998,70,–,"Stevenson, Penny",9TGHS6FF1ADD9A,–,8280,02:28:50,05:18:38,05:28:29
81,71,69,"Keane, Barry",9TGHS6FF1AF9DF,Boston Athletic Association,40,01:04:47,02:23:34,02:23:34
1291,71,61,"Pasadyn, Felicia",9TGHS6FF1B0A86,–,3792,01:22:05,02:44:17,02:47:06
27508,71,–,"Rountry, Christian",9TGHS6FF1AF0EE,–,31254,02:30:59,05:32:42,05:41:00
82,72,70,"Withers, James",9TGHS6FF1ABD1E,–,232,01:09:37,02:23:40,02:23:40
1335,72,62,"Shoemaker, Abigail",9TGHS6FF1AE5A6,–,6779,01:21:17,02:44:37,02:50:09
28293,72,–,"Chati, Zaccharia",9TGHS6FF1B06C1,–,18418,02:44:30,06:06:22,06:07:29
83,73,71,"Medhaug, Blake",9TGHS6FF1ACCD3,–,302,01:09:43,02:23:40,02:23:43
1425,73,63,"Bradshaw, Andrea",9TGHS6FF1AD132,–,1811,01:21:57,02:45:18,02:45:58
84,74,72,"Forte, Alex",9TGHS6FF1AE149,DWRunning,420,01:11:59,02:23:42,02:23:52
1430,74,64,"Mcgauley, Caitlin",9TGHS6FF1AD7F4,–,2055,01:22:01,02:45:19,02:47:13
86,75,73,"Jaffe, Max",9TGHS6FF1AD099,Central Park Track Club- Tracksmith,279,01:10:33,02:23:45,02:23:47
1444,75,65,"Mcclelland, Caroline",9TGHS6FF1AAF56,–,1281,01:16:17,02:45:26,02:45:54
87,76,74,"Loader, Gabriel",9TGHS6FF1AE4BD,–,522,01:11:53,02:23:47,02:23:50
1475,76,66,"Reid, Claire",9TGHS6FF1A9C44,–,2909,01:22:17,02:45:39,02:47:24
88,77,75,"Davidson, Aaron",9TGHS6FF1AF5AD,–,60,01:06:10,02:23:54,02:23:54
1559,77,67,"Vido, Margaret",9TGHS6FF1AD916,–,163,01:18:04,02:46:11,02:46:11
89,78,1,"Villalobos Bazaga, Pablo",9TGHS6FF1AE562,–,74,01:11:58,02:23:56,02:23:56
1566,78,68,"Hardman, Emma",9TGHS6FF1B0882,–,5023,01:23:29,02:46:13,02:49:48
90,79,76,"Beakas, Jack",9TGHS6FF1AD963,–,248,01:11:20,02:24:02,02:24:05
1605,79,3,"Knowles, Laurie",9TGHS6FF1B043F,–,173,01:20:10,02:46:26,02:46:26
91,80,77,"Ornelas, Zachary",9TGHS6FF1AA378,–,282,01:12:04,02:24:04,02:24:06
1620,80,69,"Somers, Taylor",9TGHS6FF1A99CF,–,8689,01:21:17,02:46:32,02:46:54
92,81,78,"Heath, Elliott",9TGHS6FF1B0DB3,–,5593,01:11:03,02:24:20,02:27:25
1624,81,70,"Zaborowska, Ewa",9TGHS6FF1ACCDC,Somerville Road Runners,1720,01:20:47,02:46:33,02:47:09
93,82,79,"Nelson, Craig",9TGHS6FF1AE589,Front Runners New York,388,01:11:03,02:24:24,02:24:32
1636,82,71,"Barrett, Samantha",9TGHS6FF1B09B0,–,7696,01:21:45,02:46:37,02:54:11
94,83,80,"Holmer, Brady",9TGHS6FF1A9A40,–,329,01:11:30,02:24:26,02:24:37
1661,83,72,"Caruso, Isabella",9TGHS6FF1AE056,–,2401,01:22:59,02:46:41,02:48:29
95,84,81,"Becquet, Edouard",9TGHS6FF1ACDDF,–,592,01:11:12,02:24:35,02:24:38
1691,84,73,"Wolfrum, Jenna",9TGHS6FF1A8FBF,–,3601,01:22:32,02:46:53,02:49:23
96,85,82,"Rich, Brian",9TGHS6FF1AE347,GRC - Tracksmith,253,01:09:45,02:24:39,02:24:47
1722,85,74,"Miller, Allison",9TGHS6FF1AC99E,–,10625,01:20:56,02:47:03,02:47:51
98,86,83,"Opdycke, Tyler",9TGHS6FF1ADFCF,Tracksmith Boston Hares,295,01:12:30,02:24:39,02:24:45
1742,86,75,"Starn, Brooke",9TGHS6FF1AD923,Central Park Track Club- Tracksmith,1236,01:19:39,02:47:08,02:47:34
100,87,84,"Toney, Harrison",9TGHS6FF1AAF4F,–,259,01:12:20,02:24:52,02:24:58
1755,87,76,"Rajagopal, Selvi",9TGHS6FF1AE43D,–,5940,01:20:15,02:47:14,02:51:19
101,88,85,"Cormier, Tom",9TGHS6FF1AC09A,–,303,01:10:05,02:24:53,02:24:56
1776,88,77,"Galles, Jori",9TGHS6FF1AB924,–,2841,01:21:58,02:47:24,02:49:00
102,89,3,"Bybee, Dustin",9TGHS6FF1ADDFA,–,68,01:12:13,02:25:06,02:25:06
1802,89,4,"Chudley, Sophie",9TGHS6FF1AAE59,–,9769,01:23:49,02:47:33,02:48:05
103,90,86,"Healey, Andrew",9TGHS6FF1A8F83,–,4845,01:14:01,02:25:07,02:30:40
1805,90,78,"Sicot, Laurie",9TGHS6FF1AA8FD,–,3454,01:22:20,02:47:33,02:49:41
104,91,87,"Keogh, Luke",9TGHS6FF1A9974,–,351,01:11:04,02:25:08,02:25:09
